mode,pca_window_days,pca_input,zscore_lookback_days,min_zscore_belly,min_zscore_wing,max_adf_pvalue,max_half_life_days,n_trades,total_pnl,avg_pnl,median_pnl,win_rate,avg_days,sharpe,max_loss,mr_exits,sl_exits,mh_exits
forward_stanchart,260,changes,130,2.0,0.0,0.2,60.0,2,11030729.0709402,5515364.5354701,5515364.5354701,1.0,1.0,1528.3324316981143,5458077.458464847,1,1,0
forward_stanchart,260,changes,130,2.0,0.0,0.2,120.0,2,11030729.0709402,5515364.5354701,5515364.5354701,1.0,1.0,1528.3324316981143,5458077.458464847,1,1,0
forward_stanchart,260,changes,130,2.0,0.0,0.5,60.0,2,11030729.0709402,5515364.5354701,5515364.5354701,1.0,1.0,1528.3324316981143,5458077.458464847,1,1,0
forward_stanchart,260,changes,130,2.0,0.0,0.5,120.0,2,11030729.0709402,5515364.5354701,5515364.5354701,1.0,1.0,1528.3324316981143,5458077.458464847,1,1,0
forward_stanchart,260,changes,130,2.0,0.25,0.1,60.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.25,0.1,120.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.25,0.2,60.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.25,0.2,120.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.25,0.5,60.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.25,0.5,120.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.5,0.1,60.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.5,0.1,120.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.5,0.2,60.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.5,0.2,120.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.5,0.5,60.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,260,changes,130,2.0,0.5,0.5,120.0,1,5458077.458464847,5458077.458464847,5458077.458464847,1.0,1.0,0.0,5458077.458464847,1,0,0
forward_stanchart,390,levels,130,1.0,0.0,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.0,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.0,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.0,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.0,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.0,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.25,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.25,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.25,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.25,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.25,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.25,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.5,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.5,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.5,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.5,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.5,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.0,0.5,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.0,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.0,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.0,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.0,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.0,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.0,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.25,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.25,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.25,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.25,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.25,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.25,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.5,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.5,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.5,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.5,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.5,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,1.5,0.5,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.0,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.0,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.0,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.0,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.0,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.0,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.25,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.25,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.25,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.25,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.25,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.25,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.5,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.5,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.5,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.5,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.5,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,130,2.0,0.5,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.0,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.0,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.0,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.0,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.0,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.0,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.25,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.25,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.25,0.2,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.25,0.2,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.25,0.5,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.25,0.5,120.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.5,0.1,60.0,0,0.0,,,,,,0.0,0,0,0
forward_stanchart,390,levels,260,1.0,0.5,0.1,120.0,0,0.0,,,,,,0.0,0,0,0
