spec,tenor,venue,k,n_days,usable_bucket_days,n_trades,nw_lag,rho_F,crit_beta,crit_edge,beta_bps_per_unit_F,beta_se,beta_t,beta_p_normal,beta_significant,beta_sign_expected,sign_ok,edge_bps_per_trade,edge_se,edge_t,edge_p_normal,edge_significant,edge_upper_sizecorr,mde_bps,hit_rate,mean_abs_F,sd_fwd_bps,kill_floor_bps,kill_ceiling_bps,mde_over_ceiling,verdict
placebo,7Y,D2C,1,383,225,220,1,0.004375005265960439,2.546270022382896,2.5287080993405016,-0.023622709512927064,0.06586937048741015,-0.35862965348123615,0.7198721602507803,False,-1,True,0.01431903839111328,0.06524256338886872,0.21947387790033254,0.8262809262455265,False,0.1792984368542817,0.21988892514396716,0.5,0.9180340192858683,0.8931095222307389,0.125,1.1239381403151951,0.19564148350931654,AMBIGUOUS
placebo,7Y,D2C,2,382,225,220,2,0.004139386275886347,2.5428483519105183,2.492875425618611,-0.036981939778780615,0.09612899317221717,-0.3847116104974352,0.7004510921300876,False,-1,True,0.025330387462269177,0.08861018506499575,0.2858631594515832,0.774982931281019,False,0.24622454027031437,0.29547036606957117,0.5136363636363637,0.9180340192858683,1.240829481657298,0.125,1.1239381403151951,0.26288845931210236,AMBIGUOUS
placebo,7Y,D2C,3,381,224,219,3,0.003887603993358793,2.5853874833684922,2.5273838777532256,0.015276877884036772,0.10818445696698109,0.14121139313662606,0.8877029458446488,False,-1,False,-0.020539340363245576,0.10448817458896108,-0.19657095593873555,0.8441633009315546,False,0.24354238750875895,0.35202119426334794,0.4703196347031963,0.9176597454013288,1.4535077497139965,0.125,1.1239381403151951,0.3132033531352782,AMBIGUOUS
placebo,7Y,D2C,4,380,224,219,4,0.0038752606707332256,2.6158958584388956,2.542113734679664,-0.004127379604930656,0.11767727723982654,-0.03507371772818169,0.972020958728335,False,-1,True,-0.004620120949941139,0.1119057877663789,-0.04128580873391799,0.9670680464145646,False,0.27985711912111816,0.37865952721494783,0.5525114155251142,0.9176597454013288,1.6516074332834079,0.125,1.1239381403151951,0.33690424199747976,AMBIGUOUS
placebo,7Y,D2C,5,379,224,219,5,0.004125545555116833,2.5486941700362933,2.502352947358188,-0.044798052183205865,0.13011326247537408,-0.3443004297250988,0.7306203611505382,False,-1,True,0.025535513821257846,0.1251218828224584,0.20408511481154296,0.8382869862017814,False,0.33863462608104244,0.41840434562778767,0.5068493150684932,0.9176597454013288,1.8147761117208898,0.125,1.1239381403151951,0.37226634689205507,AMBIGUOUS
placebo,7Y,D2D,1,383,176,170,1,0.02543529938040648,2.546270022382896,2.5287080993405016,-0.08495489610472629,0.06991006268525812,-1.2152026881623816,0.22428879542405497,False,-1,True,0.0752480899586397,0.06627211829179921,1.135441146264842,0.25619052796781816,False,0.24283093224356417,0.22335886423315862,0.48823529411764705,0.9459215847756121,0.8931095222307389,0.125,0.572117701341462,0.39040719018034614,UNINFORMATIVE_COVERAGE
placebo,7Y,D2D,2,382,176,170,2,0.025607460280161178,2.5428483519105183,2.492875425618611,-0.05729618583452689,0.08762830993537019,-0.6538547402863915,0.5132053954152931,False,-1,True,0.05699575087603401,0.08338018168639744,0.6835647239340598,0.4942500664973534,False,0.26485215678566915,0.27803093727607464,0.5,0.9459215847756121,1.240829481657298,0.125,0.572117701341462,0.485968073744558,UNINFORMATIVE_COVERAGE
placebo,7Y,D2D,3,381,175,169,3,0.02576408323796565,2.5853874833684922,2.5273838777532256,0.04665501955480653,0.10288896261069014,0.45345018912610835,0.6502246033347531,False,-1,False,-0.044620829926439995,0.09696473846693483,-0.460175839505366,0.6453900114231874,False,0.20044628678544912,0.3266746995135058,0.48520710059171596,0.9456015941529825,1.4535077497139965,0.125,0.572117701341462,0.5709921205855746,UNINFORMATIVE_COVERAGE
placebo,7Y,D2D,4,380,175,169,4,0.025763151297145914,2.6158958584388956,2.542113734679664,-0.130180473033906,0.13416945974664665,-0.9702690409555715,0.3319124047342553,False,-1,True,0.1208668545153014,0.12435800213660281,0.9719266347052881,0.33108704823204343,False,0.4369990397640824,0.4207945204116517,0.5680473372781065,0.9456015941529825,1.6516074332834079,0.125,0.572117701341462,0.7355034102685546,UNINFORMATIVE_COVERAGE
placebo,7Y,D2D,5,379,175,169,5,0.02576221442362518,2.5486941700362933,2.502352947358188,-0.1879507726888979,0.1459372833908667,-1.287887291868423,0.19778519981421974,False,-1,True,0.1804630347257535,0.13659956797383813,1.3211098497787066,0.18646473928101126,False,0.5222833662529425,0.4567854284308578,0.5207100591715976,0.9456015941529825,1.8147761117208898,0.125,0.572117701341462,0.7984116334100814,UNINFORMATIVE_COVERAGE
