TemplateVersion,Header_AssetClass,Header_InstrumentType,Header_UseCase,Header_Level,Identifier_UPI,Identifier_Status,Identifier_StatusReason,Identifier_LastUpdateDateTime,Derived_ClassificationType,Derived_ShortName,Derived_UnderlierName,Derived_UnderlyingAssetType,Derived_ReturnorPayoutTrigger,Derived_CFIDeliveryType,Attributes_NotionalCurrency,Attributes_OtherNotionalCurrency,Attributes_DeliveryType,Derived_DeliveryType,Attributes_SettlementCurrency,Derived_ValuationMethodorTrigger,Derived_CFIOptionStyleandType,Attributes_OptionType,Attributes_OptionExerciseStyle,Attributes_UnderlyingAssetType,Attributes_ReturnorPayoutTrigger,Attributes_PlaceofSettlement,Attributes_ValuationMethodorTrigger
1,Foreign_Exchange,Option,NDO,UPI,QZ9Q72H759GX,New,,2023-11-06T10:51:45,HFTDVC,NA/O NDO Put EUR USD,EUR USD,Spot,,Cash,EUR,USD,,CASH,XXX,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ9THWX79R6G,New,,2023-11-06T11:50:20,HFTAVC,NA/O NDO Call CHF USD,CHF USD,Spot,,Cash,CHF,USD,,CASH,XXX,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZNXMG40C5CC,New,,2023-11-06T12:19:05,HFTDVC,NA/O NDO Put CHF USD,CHF USD,Spot,,Cash,CHF,USD,,CASH,XXX,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZFMH5X2RXPP,New,,2023-11-06T12:35:49,HFTDVC,NA/O NDO Put BRL USD,BRL USD,Spot,,Cash,BRL,USD,,CASH,USD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZS8Q500DSV9,New,,2023-11-06T12:36:25,HFTDVC,NA/O NDO Put BRL JPY,BRL JPY,Spot,,Cash,BRL,JPY,,CASH,JPY,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZWNFBF67VK7,New,,2023-11-06T12:57:09,HFTAVC,NA/O NDO Call CLP USD,CLP USD,Spot,,Cash,CLP,USD,,CASH,USD,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZHQCLJCS3VZ,New,,2023-11-06T13:22:02,HFTAVC,NA/O NDO Call IDR USD,IDR USD,Spot,,Cash,IDR,USD,,CASH,XXX,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZZBJXKFVDGS,New,,2023-11-06T15:42:23,HFTDVC,NA/O NDO Put EUR JPY,EUR JPY,Spot,,Cash,EUR,JPY,,CASH,EUR,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZFTSJ59VM6P,New,,2023-11-06T16:28:42,HFTAVC,NA/O NDO Call BRL USD,BRL USD,Spot,,Cash,BRL,USD,,CASH,USD,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ8QC6G5T3L0,New,,2023-11-06T17:01:09,HFTAVC,NA/O NDO Call COP USD,COP USD,Spot,,Cash,COP,USD,,CASH,USD,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ5KB5MC8STW,New,,2023-11-06T17:01:22,HFTDVC,NA/O NDO Put PEN USD,PEN USD,Spot,,Cash,PEN,USD,,CASH,USD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZRPVMNTGWLH,New,,2023-11-06T17:19:39,HFTAVC,NA/O NDO Call MXN USD,MXN USD,Spot,,Cash,MXN,USD,,CASH,XXX,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ1D92LMTZN3,New,,2023-11-06T17:19:39,HFTDVC,NA/O NDO Put MXN USD,MXN USD,Spot,,Cash,MXN,USD,,CASH,XXX,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ5N0GP5VFQT,New,,2023-11-06T20:45:33,HFTAVC,NA/O NDO Call BRL USD,BRL USD,Spot,,Cash,BRL,USD,,CASH,XXX,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ3VX91SHFRH,New,,2023-11-06T22:01:12,HFTAVC,NA/O NDO Call EUR INR,EUR INR,Spot,,Cash,EUR,INR,,CASH,EUR,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ2P7MHW9TSF,New,,2023-11-06T22:01:12,HFTDVC,NA/O NDO Put EUR INR,EUR INR,Spot,,Cash,EUR,INR,,CASH,EUR,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ4WZ6HHM6SM,New,,2023-11-06T22:36:21,HFTDVC,NA/O NDO Put CLP USD,CLP USD,Spot,,Cash,CLP,USD,,CASH,USD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZGBVVF7XF4N,New,,2023-11-06T22:36:50,HFTDVC,NA/O NDO Put BRL USD,BRL USD,Spot,,Cash,BRL,USD,,CASH,XXX,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZD2CBNDHCQS,New,,2023-11-06T22:51:33,HFTAVC,NA/O NDO Call BRL MXN,BRL MXN,Spot,,Cash,BRL,MXN,,CASH,BRL,,European-Call,CALL,EURO,,,,Vanilla
