bank,Date,TimestampNYC,ts_local,local_hour,Title,Impact,Currency,EventId
FED,2025-12-12,2025-12-12 10:35:00-05:00,2025-12-12 10:35:00-05:00,10,FOMC Member Goolsbee Speaks,low,USD,151060
FED,2025-12-15,2025-12-15 09:30:00-05:00,2025-12-15 09:30:00-05:00,9,FOMC Member Miran Speaks,low,USD,151473
FED,2025-12-15,2025-12-15 10:30:00-05:00,2025-12-15 10:30:00-05:00,10,FOMC Member Williams Speaks,low,USD,151474
FED,2025-12-15,2025-12-15 11:00:00-05:00,2025-12-15 11:00:00-05:00,11,FOMC Member Miran Speaks,low,USD,151486
FED,2025-12-17,2025-12-16 19:00:00-05:00,2025-12-16 19:00:00-05:00,19,FOMC Member Goolsbee Speaks,low,USD,151493
FED,2025-12-17,2025-12-17 08:15:00-05:00,2025-12-17 08:15:00-05:00,8,FOMC Member Waller Speaks,medium,USD,151485
FED,2025-12-17,2025-12-17 09:05:00-05:00,2025-12-17 09:05:00-05:00,9,FOMC Member Williams Speaks,low,USD,151476
FED,2025-12-17,2025-12-17 12:30:00-05:00,2025-12-17 12:30:00-05:00,12,FOMC Member Bostic Speaks,low,USD,151477
FED,2025-12-19,2025-12-19 08:30:00-05:00,2025-12-19 08:30:00-05:00,8,FOMC Member Williams Speaks,low,USD,151488
FED,2025-12-21,2025-12-21 06:00:00-05:00,2025-12-21 06:00:00-05:00,6,FOMC Member Hammack Speaks,low,USD,151687
FED,2026-01-03,2026-01-03 10:15:00-05:00,2026-01-03 10:15:00-05:00,10,FOMC Member Paulson Speaks,low,USD,151755
FED,2026-01-03,2026-01-03 14:30:00-05:00,2026-01-03 14:30:00-05:00,14,FOMC Member Paulson Speaks,low,USD,151756
FED,2026-01-04,2026-01-04 12:30:00-05:00,2026-01-04 12:30:00-05:00,12,FOMC Member Kashkari Speaks,low,USD,152007
FED,2026-01-06,2026-01-06 08:00:00-05:00,2026-01-06 08:00:00-05:00,8,FOMC Member Barkin Speaks,low,USD,152008
FED,2026-01-07,2026-01-07 16:10:00-05:00,2026-01-07 16:10:00-05:00,16,FOMC Member Bowman Speaks,low,USD,152028
FED,2026-01-08,2026-01-08 08:00:00-05:00,2026-01-08 08:00:00-05:00,8,FOMC Member Miran Speaks,low,USD,152043
FED,2026-01-09,2026-01-09 10:00:00-05:00,2026-01-09 10:00:00-05:00,10,FOMC Member Kashkari Speaks,low,USD,152033
FED,2026-01-09,2026-01-09 13:35:00-05:00,2026-01-09 13:35:00-05:00,13,FOMC Member Barkin Speaks,low,USD,152009
FED,2026-01-12,2026-01-12 12:45:00-05:00,2026-01-12 12:45:00-05:00,12,FOMC Member Barkin Speaks,low,USD,152046
FED,2026-01-13,2026-01-12 18:00:00-05:00,2026-01-12 18:00:00-05:00,18,FOMC Member Williams Speaks,low,USD,152047
FED,2026-01-13,2026-01-13 10:00:00-05:00,2026-01-13 10:00:00-05:00,10,FOMC Member Musalem Speaks,low,USD,152048
FED,2026-01-13,2026-01-13 16:00:00-05:00,2026-01-13 16:00:00-05:00,16,FOMC Member Barkin Speaks,low,USD,152049
FED,2026-01-14,2026-01-14 09:50:00-05:00,2026-01-14 09:50:00-05:00,9,FOMC Member Paulson Speaks,low,USD,152051
FED,2026-01-14,2026-01-14 10:30:00-05:00,2026-01-14 10:30:00-05:00,10,FOMC Member Miran Speaks,low,USD,152044
FED,2026-01-14,2026-01-14 12:00:00-05:00,2026-01-14 12:00:00-05:00,12,FOMC Member Kashkari Speaks,low,USD,152053
FED,2026-01-14,2026-01-14 12:00:00-05:00,2026-01-14 12:00:00-05:00,12,FOMC Member Bostic Speaks,low,USD,152065
FED,2026-01-14,2026-01-14 14:10:00-05:00,2026-01-14 14:10:00-05:00,14,FOMC Member Williams Speaks,low,USD,152054
FED,2026-01-15,2026-01-15 08:35:00-05:00,2026-01-15 08:35:00-05:00,8,FOMC Member Bostic Speaks,low,USD,152061
FED,2026-01-15,2026-01-15 09:15:00-05:00,2026-01-15 09:15:00-05:00,9,FOMC Member Barr Speaks,low,USD,152063
FED,2026-01-15,2026-01-15 12:40:00-05:00,2026-01-15 12:40:00-05:00,12,FOMC Member Barkin Speaks,low,USD,152055
FED,2026-01-15,2026-01-15 13:30:00-05:00,2026-01-15 13:30:00-05:00,13,FOMC Member Schmid Speaks,low,USD,152066
FED,2026-01-16,2026-01-16 10:50:00-05:00,2026-01-16 10:50:00-05:00,10,FOMC Member Collins Speaks,low,USD,152084
FED,2026-01-16,2026-01-16 11:00:00-05:00,2026-01-16 11:00:00-05:00,11,FOMC Member Bowman Speaks,low,USD,152064
FED,2026-01-16,2026-01-16 15:30:00-05:00,2026-01-16 15:30:00-05:00,15,FOMC Member Jefferson Speaks,low,USD,152056
FED,2026-01-30,2026-01-30 13:30:00-05:00,2026-01-30 13:30:00-05:00,13,FOMC Member Musalem Speaks,low,USD,152098
FED,2026-01-30,2026-01-30 17:00:00-05:00,2026-01-30 17:00:00-05:00,17,FOMC Member Bowman Speaks,low,USD,152310
FED,2026-02-02,2026-02-02 12:30:00-05:00,2026-02-02 12:30:00-05:00,12,FOMC Member Bostic Speaks,low,USD,152580
FED,2026-02-03,2026-02-03 08:00:00-05:00,2026-02-03 08:00:00-05:00,8,FOMC Member Barkin Speaks,low,USD,152604
FED,2026-02-03,2026-02-03 09:40:00-05:00,2026-02-03 09:40:00-05:00,9,FOMC Member Bowman Speaks,low,USD,152581
FED,2026-02-05,2026-02-04 18:30:00-05:00,2026-02-04 18:30:00-05:00,18,FOMC Member Cook Speaks,low,USD,152605
FED,2026-02-05,2026-02-05 10:50:00-05:00,2026-02-05 10:50:00-05:00,10,FOMC Member Bostic Speaks,low,USD,152583
FED,2026-02-06,2026-02-06 12:00:00-05:00,2026-02-06 12:00:00-05:00,12,FOMC Member Jefferson Speaks,low,USD,152606
FED,2026-02-09,2026-02-09 13:30:00-05:00,2026-02-09 13:30:00-05:00,13,FOMC Member Waller Speaks,low,USD,152610
FED,2026-02-09,2026-02-09 14:30:00-05:00,2026-02-09 14:30:00-05:00,14,FOMC Member Miran Speaks,low,USD,152638
FED,2026-02-09,2026-02-09 15:15:00-05:00,2026-02-09 15:15:00-05:00,15,FOMC Member Bostic Speaks,low,USD,152612
FED,2026-02-09,2026-02-09 17:00:00-05:00,2026-02-09 17:00:00-05:00,17,FOMC Member Miran Speaks,low,USD,152639
FED,2026-02-10,2026-02-10 12:00:00-05:00,2026-02-10 12:00:00-05:00,12,FOMC Member Hammack Speaks,low,USD,152613
FED,2026-02-10,2026-02-10 13:00:00-05:00,2026-02-10 13:00:00-05:00,13,FOMC Member Logan Speaks,low,USD,152614
FED,2026-02-11,2026-02-11 10:00:00-05:00,2026-02-11 10:00:00-05:00,10,FOMC Member Schmid Speaks,low,USD,152640
FED,2026-02-11,2026-02-11 10:15:00-05:00,2026-02-11 10:15:00-05:00,10,FOMC Member Bowman Speaks,low,USD,152641
FED,2026-02-11,2026-02-11 16:00:00-05:00,2026-02-11 16:00:00-05:00,16,FOMC Member Hammack Speaks,low,USD,152642
FED,2026-02-13,2026-02-12 19:00:00-05:00,2026-02-12 19:00:00-05:00,19,FOMC Member Logan Speaks,low,USD,152618
FED,2026-02-13,2026-02-12 19:05:00-05:00,2026-02-12 19:05:00-05:00,19,FOMC Member Miran Speaks,low,USD,152627
FED,2026-02-16,2026-02-16 08:25:00-05:00,2026-02-16 08:25:00-05:00,8,FOMC Member Bowman Speaks,low,USD,152653
FED,2026-02-17,2026-02-17 12:45:00-05:00,2026-02-17 12:45:00-05:00,12,FOMC Member Barr Speaks,low,USD,152654
FED,2026-02-17,2026-02-17 14:30:00-05:00,2026-02-17 14:30:00-05:00,14,FOMC Member Daly Speaks,low,USD,152649
FED,2026-02-18,2026-02-18 13:00:00-05:00,2026-02-18 13:00:00-05:00,13,FOMC Member Bowman Speaks,low,USD,152660
FED,2026-02-19,2026-02-19 08:20:00-05:00,2026-02-19 08:20:00-05:00,8,FOMC Member Bostic Speaks,low,USD,152655
FED,2026-02-19,2026-02-19 08:30:00-05:00,2026-02-19 08:30:00-05:00,8,FOMC Member Bowman Speaks,low,USD,152656
FED,2026-02-19,2026-02-19 09:00:00-05:00,2026-02-19 09:00:00-05:00,9,FOMC Member Kashkari Speaks,low,USD,152657
FED,2026-02-19,2026-02-19 10:30:00-05:00,2026-02-19 10:30:00-05:00,10,FOMC Member Goolsbee Speaks,low,USD,152650
FED,2026-02-20,2026-02-20 09:45:00-05:00,2026-02-20 09:45:00-05:00,9,FOMC Member Bostic Speaks,low,USD,152658
FED,2026-02-20,2026-02-20 12:45:00-05:00,2026-02-20 12:45:00-05:00,12,FOMC Member Logan Speaks,low,USD,152652
FED,2026-02-20,2026-02-20 15:30:00-05:00,2026-02-20 15:30:00-05:00,15,FOMC Member Musalem Speaks,low,USD,152683
FED,2026-02-23,2026-02-23 08:00:00-05:00,2026-02-23 08:00:00-05:00,8,FOMC Member Waller Speaks,medium,USD,152677
FED,2026-02-24,2026-02-24 08:00:00-05:00,2026-02-24 08:00:00-05:00,8,FOMC Member Goolsbee Speaks,low,USD,152666
FED,2026-02-24,2026-02-24 09:00:00-05:00,2026-02-24 09:00:00-05:00,9,FOMC Member Collins Speaks,low,USD,152667
FED,2026-02-24,2026-02-24 09:00:00-05:00,2026-02-24 09:00:00-05:00,9,FOMC Member Bostic Speaks,low,USD,152668
FED,2026-02-24,2026-02-24 09:15:00-05:00,2026-02-24 09:15:00-05:00,9,FOMC Member Waller Speaks,low,USD,152669
FED,2026-02-24,2026-02-24 09:30:00-05:00,2026-02-24 09:30:00-05:00,9,FOMC Member Cook Speaks,low,USD,152670
FED,2026-02-24,2026-02-24 15:20:00-05:00,2026-02-24 15:20:00-05:00,15,FOMC Member Barkin Speaks,low,USD,152671
FED,2026-02-24,2026-02-24 15:20:00-05:00,2026-02-24 15:20:00-05:00,15,FOMC Member Collins Speaks,low,USD,152679
FED,2026-02-25,2026-02-25 09:30:00-05:00,2026-02-25 09:30:00-05:00,9,FOMC Member Barkin Speaks,low,USD,152680
FED,2026-02-25,2026-02-25 11:00:00-05:00,2026-02-25 11:00:00-05:00,11,FOMC Member Schmid Speaks,low,USD,152686
FED,2026-02-25,2026-02-25 13:20:00-05:00,2026-02-25 13:20:00-05:00,13,FOMC Member Musalem Speaks,low,USD,152673
FED,2026-02-26,2026-02-26 10:00:00-05:00,2026-02-26 10:00:00-05:00,10,FOMC Member Bowman Speaks,low,USD,152685
FED,2026-03-02,2026-03-02 09:00:00-05:00,2026-03-02 09:00:00-05:00,9,FOMC Member Waller Speaks,medium,USD,1001
FED,2026-03-21,2026-03-21 13:30:00-04:00,2026-03-21 13:30:00-04:00,13,Fed Chair Powell Speaks,medium,USD,152746
FED,2026-03-23,2026-03-23 08:45:00-04:00,2026-03-23 08:45:00-04:00,8,FOMC Member Miran Speaks,low,USD,152764
FED,2026-03-24,2026-03-24 18:00:00-04:00,2026-03-24 18:00:00-04:00,18,FOMC Member Goolsbee Speaks,low,USD,152781
FED,2026-03-24,2026-03-24 18:30:00-04:00,2026-03-24 18:30:00-04:00,18,FOMC Member Barr Speaks,low,USD,152766
FED,2026-03-25,2026-03-25 16:10:00-04:00,2026-03-25 16:10:00-04:00,16,FOMC Member Miran Speaks,low,USD,152767
FED,2026-03-26,2026-03-26 16:00:00-04:00,2026-03-26 16:00:00-04:00,16,FOMC Member Cook Speaks,low,USD,152768
FED,2026-03-26,2026-03-26 18:30:00-04:00,2026-03-26 18:30:00-04:00,18,FOMC Member Miran Speaks,low,USD,152769
FED,2026-03-27,2026-03-26 19:00:00-04:00,2026-03-26 19:00:00-04:00,19,FOMC Member Jefferson Speaks,low,USD,152757
FED,2026-03-27,2026-03-26 19:10:00-04:00,2026-03-26 19:10:00-04:00,19,FOMC Member Barr Speaks,low,USD,152770
FED,2026-03-27,2026-03-27 11:00:00-04:00,2026-03-27 11:00:00-04:00,11,FOMC Member Barkin Speaks,low,USD,152783
FED,2026-03-27,2026-03-27 11:30:00-04:00,2026-03-27 11:30:00-04:00,11,FOMC Member Daly Speaks,low,USD,152761
FED,2026-03-27,2026-03-27 11:30:00-04:00,2026-03-27 11:30:00-04:00,11,FOMC Member Paulson Speaks,low,USD,152762
FED,2026-03-30,2026-03-30 10:30:00-04:00,2026-03-30 10:30:00-04:00,10,Fed Chair Powell Speaks,high,USD,152789
FED,2026-03-30,2026-03-30 16:00:00-04:00,2026-03-30 16:00:00-04:00,16,FOMC Member Williams Speaks,low,USD,152784
FED,2026-03-31,2026-03-31 12:00:00-04:00,2026-03-31 12:00:00-04:00,12,FOMC Member Goolsbee Speaks,low,USD,152785
FED,2026-03-31,2026-03-31 15:00:00-04:00,2026-03-31 15:00:00-04:00,15,FOMC Member Barr Speaks,low,USD,152790
FED,2026-03-31,2026-03-31 17:10:00-04:00,2026-03-31 17:10:00-04:00,17,FOMC Member Bowman Speaks,low,USD,152791
FED,2026-04-01,2026-04-01 09:05:00-04:00,2026-04-01 09:05:00-04:00,9,FOMC Member Musalem Speaks,low,USD,152786
FED,2026-04-01,2026-04-01 09:10:00-04:00,2026-04-01 09:10:00-04:00,9,FOMC Member Barr Speaks,low,USD,152793
FED,2026-04-07,2026-04-07 12:35:00-04:00,2026-04-07 12:35:00-04:00,12,FOMC Member Goolsbee Speaks,low,USD,152799
FED,2026-04-07,2026-04-07 17:50:00-04:00,2026-04-07 17:50:00-04:00,17,FOMC Member Jefferson Speaks,low,USD,152803
FED,2026-04-08,2026-04-08 13:05:00-04:00,2026-04-08 13:05:00-04:00,13,FOMC Member Daly Speaks,low,USD,152809
FED,2026-04-13,2026-04-13 18:20:00-04:00,2026-04-13 18:20:00-04:00,18,FOMC Member Miran Speaks,low,USD,152838
FED,2026-04-14,2026-04-14 09:45:00-04:00,2026-04-14 09:45:00-04:00,9,FOMC Member Goolsbee Speaks,low,USD,152845
FED,2026-04-14,2026-04-14 10:15:00-04:00,2026-04-14 10:15:00-04:00,10,FOMC Member Goolsbee Speaks,low,USD,152846
FED,2026-04-14,2026-04-14 12:10:00-04:00,2026-04-14 12:10:00-04:00,12,FOMC Member Goolsbee Speaks,low,USD,152824
FED,2026-04-14,2026-04-14 12:45:00-04:00,2026-04-14 12:45:00-04:00,12,FOMC Member Barr Speaks,low,USD,152825
FED,2026-04-14,2026-04-14 13:00:00-04:00,2026-04-14 13:00:00-04:00,13,FOMC Member Barkin Speaks,low,USD,152826
FED,2026-04-14,2026-04-14 13:00:00-04:00,2026-04-14 13:00:00-04:00,13,FOMC Member Collins Speaks,low,USD,152827
FED,2026-04-14,2026-04-14 13:00:00-04:00,2026-04-14 13:00:00-04:00,13,FOMC Member Paulson Speaks,low,USD,152828
FED,2026-04-15,2026-04-15 08:30:00-04:00,2026-04-15 08:30:00-04:00,8,FOMC Member Barr Speaks,low,USD,152839
FED,2026-04-15,2026-04-15 08:30:00-04:00,2026-04-15 08:30:00-04:00,8,FOMC Member Hammack Speaks,low,USD,152849
FED,2026-04-15,2026-04-15 13:45:00-04:00,2026-04-15 13:45:00-04:00,13,FOMC Member Bowman Speaks,low,USD,152815
FED,2026-04-16,2026-04-16 08:35:00-04:00,2026-04-16 08:35:00-04:00,8,FOMC Member Williams Speaks,low,USD,152823
FED,2026-04-16,2026-04-16 10:35:00-04:00,2026-04-16 10:35:00-04:00,10,FOMC Member Miran Speaks,low,USD,152836
FED,2026-04-17,2026-04-17 11:30:00-04:00,2026-04-17 11:30:00-04:00,11,FOMC Member Daly Speaks,low,USD,152829
FED,2026-04-17,2026-04-17 12:15:00-04:00,2026-04-17 12:15:00-04:00,12,FOMC Member Barkin Speaks,low,USD,152830
FED,2026-04-17,2026-04-17 14:00:00-04:00,2026-04-17 14:00:00-04:00,14,FOMC Member Waller Speaks,medium,USD,152841
FED,2026-04-21,2026-04-21 14:30:00-04:00,2026-04-21 14:30:00-04:00,14,FOMC Member Waller Speaks,low,USD,152872
FED,2026-05-04,2026-05-04 12:50:00-04:00,2026-05-04 12:50:00-04:00,12,FOMC Member Williams Speaks,low,USD,152890
FED,2026-05-05,2026-05-05 10:00:00-04:00,2026-05-05 10:00:00-04:00,10,FOMC Member Bowman Speaks,low,USD,152910
FED,2026-05-05,2026-05-05 12:30:00-04:00,2026-05-05 12:30:00-04:00,12,FOMC Member Barr Speaks,low,USD,152906
FED,2026-05-06,2026-05-06 09:30:00-04:00,2026-05-06 09:30:00-04:00,9,FOMC Member Musalem Speaks,low,USD,152893
FED,2026-05-06,2026-05-06 13:00:00-04:00,2026-05-06 13:00:00-04:00,13,FOMC Member Goolsbee Speaks,low,USD,152894
FED,2026-05-07,2026-05-07 13:00:00-04:00,2026-05-07 13:00:00-04:00,13,FOMC Member Kashkari Speaks,low,USD,152916
FED,2026-05-07,2026-05-07 14:05:00-04:00,2026-05-07 14:05:00-04:00,14,FOMC Member Hammack Speaks,low,USD,152895
FED,2026-05-07,2026-05-07 15:30:00-04:00,2026-05-07 15:30:00-04:00,15,FOMC Member Williams Speaks,low,USD,152896
FED,2026-05-08,2026-05-08 05:45:00-04:00,2026-05-08 05:45:00-04:00,5,FOMC Member Cook Speaks,low,USD,152911
FED,2026-05-08,2026-05-08 11:05:00-04:00,2026-05-08 11:05:00-04:00,11,FOMC Member Goolsbee Speaks,low,USD,152929
FED,2026-05-08,2026-05-08 14:20:00-04:00,2026-05-08 14:20:00-04:00,14,FOMC Member Goolsbee Speaks,low,USD,152930
FED,2026-05-08,2026-05-08 19:30:00-04:00,2026-05-08 19:30:00-04:00,19,FOMC Member Goolsbee Speaks,low,USD,152897
FED,2026-05-08,2026-05-08 19:30:00-04:00,2026-05-08 19:30:00-04:00,19,FOMC Member Bowman Speaks,low,USD,152899
FED,2026-05-08,2026-05-08 19:30:00-04:00,2026-05-08 19:30:00-04:00,19,FOMC Member Daly Speaks,low,USD,152900
FED,2026-05-08,2026-05-08 19:30:00-04:00,2026-05-08 19:30:00-04:00,19,FOMC Member Waller Speaks,low,USD,152901
FED,2026-05-12,2026-05-12 03:15:00-04:00,2026-05-12 03:15:00-04:00,3,FOMC Member Williams Speaks,low,USD,152926
FED,2026-05-12,2026-05-12 09:10:00-04:00,2026-05-12 09:10:00-04:00,9,FOMC Member Goolsbee Speaks,low,USD,152934
FED,2026-05-12,2026-05-12 13:00:00-04:00,2026-05-12 13:00:00-04:00,13,FOMC Member Goolsbee Speaks,low,USD,152918
FED,2026-05-13,2026-05-13 11:30:00-04:00,2026-05-13 11:30:00-04:00,11,FOMC Member Collins Speaks,low,USD,152919
FED,2026-05-13,2026-05-13 13:15:00-04:00,2026-05-13 13:15:00-04:00,13,FOMC Member Kashkari Speaks,low,USD,152921
FED,2026-05-14,2026-05-14 10:15:00-04:00,2026-05-14 10:15:00-04:00,10,FOMC Member Schmid Speaks,low,USD,152932
FED,2026-05-14,2026-05-14 13:00:00-04:00,2026-05-14 13:00:00-04:00,13,FOMC Member Hammack Speaks,low,USD,152924
FED,2026-05-14,2026-05-14 17:45:00-04:00,2026-05-14 17:45:00-04:00,17,FOMC Member Williams Speaks,low,USD,152927
FED,2026-05-14,2026-05-14 19:00:00-04:00,2026-05-14 19:00:00-04:00,19,FOMC Member Barr Speaks,low,USD,152925
FED,2026-05-18,2026-05-18 15:35:00-04:00,2026-05-18 15:35:00-04:00,15,FOMC Member Goolsbee Speaks,low,USD,152945
FED,2026-05-19,2026-05-19 08:00:00-04:00,2026-05-19 08:00:00-04:00,8,FOMC Member Waller Speaks,low,USD,152941
FED,2026-05-19,2026-05-19 19:00:00-04:00,2026-05-19 19:00:00-04:00,19,FOMC Member Paulson Speaks,low,USD,152939
FED,2026-05-20,2026-05-20 09:15:00-04:00,2026-05-20 09:15:00-04:00,9,FOMC Member Barr Speaks,low,USD,152942
FED,2026-05-21,2026-05-21 12:20:00-04:00,2026-05-21 12:20:00-04:00,12,FOMC Member Barkin Speaks,low,USD,152944
FED,2026-05-22,2026-05-22 10:00:00-04:00,2026-05-22 10:00:00-04:00,10,FOMC Member Waller Speaks,low,USD,152943
FED,2026-05-27,2026-05-27 04:00:00-04:00,2026-05-27 04:00:00-04:00,4,FOMC Member Logan Speaks,low,USD,152963
FED,2026-05-27,2026-05-27 15:55:00-04:00,2026-05-27 15:55:00-04:00,15,FOMC Member Cook Speaks,low,USD,152967
FED,2026-05-27,2026-05-27 20:00:00-04:00,2026-05-27 20:00:00-04:00,20,FOMC Member Jefferson Speaks,low,USD,152964
FED,2026-05-27,2026-05-27 22:25:00-04:00,2026-05-27 22:25:00-04:00,22,FOMC Member Goolsbee Speaks,low,USD,152965
FED,2026-05-28,2026-05-28 08:55:00-04:00,2026-05-28 08:55:00-04:00,8,FOMC Member Williams Speaks,low,USD,152952
FED,2026-05-28,2026-05-28 10:15:00-04:00,2026-05-28 10:15:00-04:00,10,FOMC Member Musalem Speaks,low,USD,152953
FED,2026-05-28,2026-05-28 13:10:00-04:00,2026-05-28 13:10:00-04:00,13,FOMC Member Musalem Speaks,low,USD,153206
FED,2026-05-28,2026-05-28 15:00:00-04:00,2026-05-28 15:00:00-04:00,15,FOMC Member Barkin Speaks,low,USD,152972
FED,2026-05-29,2026-05-29 02:00:00-04:00,2026-05-29 02:00:00-04:00,2,FOMC Member Kashkari Speaks,low,USD,152976
FED,2026-05-29,2026-05-29 06:50:00-04:00,2026-05-29 06:50:00-04:00,6,FOMC Member Schmid Speaks,low,USD,152956
FED,2026-05-29,2026-05-29 09:10:00-04:00,2026-05-29 09:10:00-04:00,9,FOMC Member Bowman Speaks,low,USD,152957
FED,2026-05-29,2026-05-29 09:15:00-04:00,2026-05-29 09:15:00-04:00,9,FOMC Member Paulson Speaks,low,USD,152960
FED,2026-05-29,2026-05-29 12:40:00-04:00,2026-05-29 12:40:00-04:00,12,FOMC Member Daly Speaks,low,USD,152973
FED,2026-05-31,2026-05-31 08:30:00-04:00,2026-05-31 08:30:00-04:00,8,FOMC Member Waller Speaks,low,USD,152968
FED,2026-05-31,2026-05-31 20:30:00-04:00,2026-05-31 20:30:00-04:00,20,FOMC Member Powell Speaks,medium,USD,153285
FED,2026-06-02,2026-06-02 01:50:00-04:00,2026-06-02 01:50:00-04:00,1,FOMC Member Kashkari Speaks,low,USD,153194
FED,2026-06-02,2026-06-02 08:30:00-04:00,2026-06-02 08:30:00-04:00,8,FOMC Member Hammack Speaks,low,USD,153195
FED,2026-06-02,2026-06-02 23:00:00-04:00,2026-06-02 23:00:00-04:00,23,FOMC Member Goolsbee Speaks,low,USD,153291
FED,2026-06-03,2026-06-03 09:00:00-04:00,2026-06-03 09:00:00-04:00,9,FOMC Member Barr Speaks,low,USD,153286
FED,2026-06-03,2026-06-03 16:00:00-04:00,2026-06-03 16:00:00-04:00,16,FOMC Member Logan Speaks,low,USD,153289
FED,2026-06-04,2026-06-04 08:30:00-04:00,2026-06-04 08:30:00-04:00,8,FOMC Member Barkin Speaks,low,USD,153290
FED,2026-06-04,2026-06-04 10:00:00-04:00,2026-06-04 10:00:00-04:00,10,FOMC Member Bowman Speaks,low,USD,153295
FED,2026-06-04,2026-06-04 11:40:00-04:00,2026-06-04 11:40:00-04:00,11,FOMC Member Daly Speaks,low,USD,153296
FED,2026-06-04,2026-06-04 13:00:00-04:00,2026-06-04 13:00:00-04:00,13,FOMC Member Schmid Speaks,low,USD,153297
FED,2026-06-04,2026-06-04 13:10:00-04:00,2026-06-04 13:10:00-04:00,13,FOMC Member Daly Speaks,low,USD,153202
FED,2026-06-06,2026-06-06 12:00:00-04:00,2026-06-06 12:00:00-04:00,12,FOMC Member Barr Speaks,low,USD,153287
FED,2026-06-22,2026-06-22 09:00:00-04:00,2026-06-22 09:00:00-04:00,9,FOMC Member Waller Speaks,low,USD,153326
FED,2026-06-22,2026-06-22 17:30:00-04:00,2026-06-22 17:30:00-04:00,17,FOMC Member Goolsbee Speaks,low,USD,153329
FED,2026-06-25,2026-06-25 08:45:00-04:00,2026-06-25 08:45:00-04:00,8,FOMC Member Bowman Speaks,low,USD,153334
FED,2026-06-25,2026-06-25 15:40:00-04:00,2026-06-25 15:40:00-04:00,15,FOMC Member Williams Speaks,low,USD,153318
FED,2026-06-25,2026-06-25 18:30:00-04:00,2026-06-25 18:30:00-04:00,18,FOMC Member Goolsbee Speaks,low,USD,153319
FED,2026-06-26,2026-06-26 10:30:00-04:00,2026-06-26 10:30:00-04:00,10,FOMC Member Williams Speaks,low,USD,153325
FED,2026-06-26,2026-06-26 11:30:00-04:00,2026-06-26 11:30:00-04:00,11,FOMC Member Kashkari Speaks,low,USD,153327
FED,2026-06-28,2026-06-28 12:35:00-04:00,2026-06-28 12:35:00-04:00,12,FOMC Member Barkin Speaks,low,USD,153336
FED,2026-07-02,2026-07-02 07:45:00-04:00,2026-07-02 07:45:00-04:00,7,FOMC Member Daly Speaks,low,USD,153351
FED,2026-07-06,2026-07-06 11:00:00-04:00,2026-07-06 11:00:00-04:00,11,FOMC Member Waller Speaks,low,USD,153369
FED,2026-07-07,2026-07-07 07:00:00-04:00,2026-07-07 07:00:00-04:00,7,FOMC Member Bowman Speaks,low,USD,153378
FED,2026-07-09,2026-07-09 09:00:00-04:00,2026-07-09 09:00:00-04:00,9,FOMC Member Williams Speaks,low,USD,153374
FED,2026-07-13,2026-07-13 05:25:00-04:00,2026-07-13 05:25:00-04:00,5,FOMC Member Bowman Speaks,low,USD,153391
FED,2026-07-13,2026-07-13 12:30:00-04:00,2026-07-13 12:30:00-04:00,12,FOMC Member Waller Speaks,low,USD,153381
FED,2026-07-14,2026-07-14 12:40:00-04:00,2026-07-14 12:40:00-04:00,12,FOMC Member Barr Speaks,low,USD,153392
FED,2026-07-14,2026-07-14 13:00:00-04:00,2026-07-14 13:00:00-04:00,13,FOMC Member Goolsbee Speaks,low,USD,153383
FED,2026-07-14,2026-07-14 14:55:00-04:00,2026-07-14 14:55:00-04:00,14,FOMC Member Bowman Speaks,low,USD,153393
FED,2026-07-15,2026-07-15 08:45:00-04:00,2026-07-15 08:45:00-04:00,8,FOMC Member Williams Speaks,low,USD,153385
FED,2026-07-15,2026-07-15 13:00:00-04:00,2026-07-15 13:00:00-04:00,13,FOMC Member Cook Speaks,low,USD,153394
FED,2026-07-15,2026-07-15 18:30:00-04:00,2026-07-15 18:30:00-04:00,18,FOMC Member Musalem Speaks,low,USD,153387
FED,2026-07-16,2026-07-16 12:30:00-04:00,2026-07-16 12:30:00-04:00,12,FOMC Member Logan Speaks,low,USD,153388
FED,2026-07-16,2026-07-16 13:25:00-04:00,2026-07-16 13:25:00-04:00,13,FOMC Member Schmid Speaks,low,USD,153397
FED,2026-07-16,2026-07-16 19:00:00-04:00,2026-07-16 19:00:00-04:00,19,FOMC Member Jefferson Speaks,low,USD,153389
FED,2026-08-04,2026-08-04 20:15:00-04:00,2026-08-04 20:15:00-04:00,20,FOMC Member Schmid Speaks,low,USD,153415
FED,2026-08-05,2026-08-05 16:05:00-04:00,2026-08-05 16:05:00-04:00,16,FOMC Member Cook Speaks,low,USD,153412
FED,2026-08-05,2026-08-05 20:35:00-04:00,2026-08-05 20:35:00-04:00,20,FOMC Member Daly Speaks,low,USD,153413
FED,2026-08-06,2026-08-06 17:30:00-04:00,2026-08-06 17:30:00-04:00,17,FOMC Member Musalem Speaks,low,USD,153410
FED,2026-08-07,2026-08-07 10:00:00-04:00,2026-08-07 10:00:00-04:00,10,FOMC Member Barkin Speaks,low,USD,153411
ECB,2021-01-13,2021-01-13 04:00:00-05:00,2021-01-13 10:00:00+01:00,10,ECB President Lagarde Speaks,medium,EUR,121396
ECB,2021-01-25,2021-01-25 03:45:00-05:00,2021-01-25 09:45:00+01:00,9,ECB President Lagarde Speaks,medium,EUR,121561
