config,panel,trades,total_bp,avg_bp,hit_rate,sr_per_trade,t_stat,max_dd_bp,span_days,trades_per_year
grid|SR3 r3|ISM mfg|m5|h15|fade,grid,69,-3.000000000004377,-0.04347826086962865,0.37681159420289856,-0.04503874253062592,-0.3741198934607205,-9.000000000000341,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m5|h15|momentum,grid,69,3.000000000004377,0.04347826086962865,0.391304347826087,0.04503874253062592,0.3741198934607205,-10.499999999997556,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m5|h30|fade,grid,69,-15.999999999999659,-0.23188405797100956,0.36231884057971014,-0.14718114531169096,-1.222578413817705,-20.000000000001705,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m5|h30|momentum,grid,69,15.999999999999659,0.23188405797100956,0.4782608695652174,0.14718114531169096,1.222578413817705,-8.499999999999375,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m5|h60|fade,grid,69,-3.500000000002501,-0.050724637681195665,0.43478260869565216,-0.022198054491083176,-0.18439088914598725,-16.99999999999733,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m5|h60|momentum,grid,69,3.500000000002501,0.050724637681195665,0.42028985507246375,0.022198054491083176,0.18439088914598725,-20.000000000001705,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m5|h120|fade,grid,69,-6.000000000005912,-0.08695652173921611,0.4927536231884058,-0.031370576758698,-0.260583581497304,-18.50000000000307,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m5|h120|momentum,grid,69,6.000000000005912,0.08695652173921611,0.42028985507246375,0.031370576758698,0.260583581497304,-18.499999999998806,2735.9583333333335,9.211488966388986
grid|SR3 r3|ISM mfg|m5|h240|fade,grid,68,-34.00000000000176,-0.5000000000000259,0.4411764705882353,-0.117221035330154,-0.9666294204209691,-43.50000000000307,2735.9583333333335,9.077989126296393
grid|SR3 r3|ISM mfg|m5|h240|momentum,grid,68,34.00000000000176,0.5000000000000259,0.39705882352941174,0.117221035330154,0.9666294204209691,-21.4999999999975,2735.9583333333335,9.077989126296393
grid|SR3 r3|retail sales|m1|h15|fade,grid,76,17.999999999993577,0.23684210526307337,0.5,0.12285486436260794,1.0710238769580092,-8.500000000003638,2708.9583333333335,10.247112204875798
grid|SR3 r3|retail sales|m1|h15|momentum,grid,76,-17.999999999993577,-0.23684210526307337,0.39473684210526316,-0.12285486436260794,-1.0710238769580092,-24.999999999995737,2708.9583333333335,10.247112204875798
grid|SR3 r3|retail sales|m1|h30|fade,grid,77,-0.5000000000023874,-0.006493506493537499,0.4025974025974026,-0.0030013428089391498,-0.02633667626279648,-20.50000000000267,2708.9583333333335,10.381942628624163
grid|SR3 r3|retail sales|m1|h30|momentum,grid,77,0.5000000000023874,0.006493506493537499,0.37662337662337664,0.0030013428089391498,0.02633667626279648,-20.50000000000267,2708.9583333333335,10.381942628624163
grid|SR3 r3|retail sales|m1|h60|fade,grid,77,-22.500000000007958,-0.29220779220789556,0.4155844155844156,-0.09829216298580104,-0.8625102297601464,-36.000000000004206,2708.9583333333335,10.381942628624163
grid|SR3 r3|retail sales|m1|h60|momentum,grid,77,22.500000000007958,0.29220779220789556,0.4025974025974026,0.09829216298580104,0.8625102297601464,-10.999999999999943,2708.9583333333335,10.381942628624163
grid|SR3 r3|retail sales|m1|h120|fade,grid,77,1.9999999999924967,0.02597402597392853,0.4805194805194805,0.009233088649069921,0.08102002408122301,-32.500000000003126,2708.9583333333335,10.381942628624163
grid|SR3 r3|retail sales|m1|h120|momentum,grid,77,-1.9999999999924967,-0.02597402597392853,0.33766233766233766,-0.009233088649069921,-0.08102002408122301,-31.999999999997897,2708.9583333333335,10.381942628624163
grid|SR3 r3|retail sales|m1|h240|fade,grid,76,-3.0000000000100613,-0.0394736842106587,0.4868421052631579,-0.011207474067193154,-0.09770449374249549,-32.00000000000642,2708.9583333333335,10.247112204875798
grid|SR3 r3|retail sales|m1|h240|momentum,grid,76,3.0000000000100613,0.0394736842106587,0.42105263157894735,0.011207474067193154,0.09770449374249549,-26.499999999997215,2708.9583333333335,10.247112204875798
grid|SR3 r3|retail sales|m5|h15|fade,grid,70,4.499999999997328,0.06428571428567612,0.37142857142857144,0.05367939451195095,0.44911403636701996,-7.000000000003581,2708.9583333333335,9.438129662385602
grid|SR3 r3|retail sales|m5|h15|momentum,grid,70,-4.499999999997328,-0.06428571428567612,0.38571428571428573,-0.05367939451195095,-0.44911403636701996,-7.999999999995566,2708.9583333333335,9.438129662385602
grid|SR3 r3|retail sales|m5|h30|fade,grid,71,-3.4999999999968168,-0.04929577464784249,0.36619718309859156,-0.032855770868489995,-0.2768476462510614,-13.000000000000966,2708.9583333333335,9.57296008613397
grid|SR3 r3|retail sales|m5|h30|momentum,grid,71,3.4999999999968168,0.04929577464784249,0.39436619718309857,0.032855770868489995,0.2768476462510614,-11.50000000000091,2708.9583333333335,9.57296008613397
grid|SR3 r3|retail sales|m5|h60|fade,grid,71,-23.500000000002785,-0.330985915492997,0.39436619718309857,-0.13386003714107256,-1.1279247215936274,-32.50000000000455,2708.9583333333335,9.57296008613397
grid|SR3 r3|retail sales|m5|h60|momentum,grid,71,23.500000000002785,0.330985915492997,0.4225352112676056,0.13386003714107256,1.1279247215936274,-10.000000000002274,2708.9583333333335,9.57296008613397
