config,direction,threshold,bracket_family,bracket,trail,time_stop,base_trades,trades,gross_bp,net_bp,total_net_bp,hit_rate,sr_per_trade,t_stat,avg_hold_min,pct_target,pct_stop,pct_time
fade|mv0|tp1.5f|slinff|tr4|t58,fade,0.0,frac,tp1.5f|slinff,4.0,58,41,41,-0.09140532759285086,-0.33030532759285086,-13.542518431306885,0.6829268292682927,-0.25044264903587726,-1.603615396128514,28.365853658536587,0.6829268292682927,0.0,0.3170731707317073
fade|mv0|tp1.5f|slinff|tr4|t118,fade,0.0,frac,tp1.5f|slinff,4.0,118,41,41,-0.03930504966734429,-0.27820504966734433,-11.406407036361117,0.7560975609756098,-0.18800166055899395,-1.2037979894029172,43.8780487804878,0.7560975609756098,0.04878048780487805,0.1951219512195122
fade|mv0|tp1.5f|slinff|tr4|t238,fade,0.0,frac,tp1.5f|slinff,4.0,238,41,41,0.14062731118500116,-0.09827268881499886,-4.029180241414953,0.8292682926829268,-0.07636228206075596,-0.4889571790889101,61.68292682926829,0.8292682926829268,0.04878048780487805,0.12195121951219512
fade|mv0|tp1b|sl2b|tr-|t30,fade,0.0,abs,tp1b|sl2b,,30,41,41,0.06345825278780164,-0.17544174721219835,-7.193111635700133,0.4146341463414634,-0.196677792303547,-1.2593523388636256,24.951219512195124,0.2926829268292683,0.024390243902439025,0.6829268292682927
fade|mv0|tp1b|sl2b|tr-|t58,fade,0.0,abs,tp1b|sl2b,,58,41,41,-0.10540387660465486,-0.3443038766046549,-14.11645894079085,0.5365853658536586,-0.25586084224289196,-1.638308760375444,39.609756097560975,0.4146341463414634,0.1951219512195122,0.3902439024390244
fade|mv0|tp1b|sl2b|tr-|t118,fade,0.0,abs,tp1b|sl2b,,118,41,41,-0.0006029098264699978,-0.23950290982647,-9.81961930288527,0.5853658536585366,-0.16339631571850036,-1.0462469094843596,54.390243902439025,0.5365853658536586,0.2682926829268293,0.1951219512195122
fade|mv0|tp1b|sl2b|tr-|t238,fade,0.0,abs,tp1b|sl2b,,238,41,41,-0.05178140785167647,-0.2906814078516765,-11.917937721918737,0.5853658536585366,-0.1878411804970239,-1.202770415628492,71.3170731707317,0.5609756097560976,0.3170731707317073,0.12195121951219512
fade|mv0|tp1b|sl2b|tr2|t30,fade,0.0,abs,tp1b|sl2b,2.0,30,41,41,0.04129300340339945,-0.1976069965966005,-8.10188686046062,0.4146341463414634,-0.21702467168396045,-1.3896359353804735,24.853658536585368,0.2926829268292683,0.04878048780487805,0.6585365853658537
fade|mv0|tp1b|sl2b|tr2|t58,fade,0.0,abs,tp1b|sl2b,2.0,58,41,41,-0.13941580592109465,-0.37831580592109454,-15.510948042764877,0.5121951219512195,-0.286049551787775,-1.831610818159105,38.02439024390244,0.4146341463414634,0.24390243902439024,0.34146341463414637
fade|mv0|tp1b|sl2b|tr2|t118,fade,0.0,abs,tp1b|sl2b,2.0,118,41,41,-0.0964227501809694,-0.3353227501809694,-13.748232757419746,0.5609756097560976,-0.23322402239032977,-1.493362390519102,47.73170731707317,0.5121951219512195,0.36585365853658536,0.12195121951219512
fade|mv0|tp1b|sl2b|tr2|t238,fade,0.0,abs,tp1b|sl2b,2.0,238,41,41,-0.1483517657270355,-0.3872517657270355,-15.877322394808456,0.5365853658536586,-0.2616791497114753,-1.6755641059483668,55.68292682926829,0.5365853658536586,0.4146341463414634,0.04878048780487805
