config,instrument,release_set,measure_min,hold_min,min_move_bp,trades,total_bp,avg_bp,hit_rate,sharpe,sr_per_trade,t_stat,max_dd_bp,trades_per_year,span_days
SR3 r8|payrolls|m5|h240|mv0,SR3 r8,payrolls,5,240,0.0,48,41.99999999999733,0.8749999999999444,0.5,0.438479574906141,0.174352021049155,1.2079462354378192,-15.500000000002956,6.324770393975378,2771.9583333333335
SR3 r8|payrolls|m5|h240|mv2,SR3 r8,payrolls,5,240,2.0,3,25.499999999999545,8.499999999999849,0.6666666666666666,0.5692425788641902,0.6900087146979786,1.1951301515221968,-4.5000000000001705,0.6805900621118012,1610.0
ZQ r1|tier1|m1|h15|mv0,ZQ r1,tier1,1,15,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1|m1|h15|mv2,ZQ r1,tier1,1,15,2.0,0,,,,,,,,,
ZQ r1|tier1|m1|h30|mv0,ZQ r1,tier1,1,30,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1|m1|h30|mv2,ZQ r1,tier1,1,30,2.0,0,,,,,,,,,
ZQ r1|tier1|m1|h60|mv0,ZQ r1,tier1,1,60,0.0,0,,,,,,,,,
ZQ r1|tier1|m1|h60|mv2,ZQ r1,tier1,1,60,2.0,0,,,,,,,,,
ZQ r1|tier1|m1|h120|mv0,ZQ r1,tier1,1,120,0.0,0,,,,,,,,,
ZQ r1|tier1|m1|h120|mv2,ZQ r1,tier1,1,120,2.0,0,,,,,,,,,
ZQ r1|tier1|m1|h240|mv0,ZQ r1,tier1,1,240,0.0,0,,,,,,,,,
ZQ r1|tier1|m1|h240|mv2,ZQ r1,tier1,1,240,2.0,0,,,,,,,,,
ZQ r1|tier1|m2|h15|mv0,ZQ r1,tier1,2,15,0.0,3,0.24999999999977263,0.08333333333325754,0.3333333333333333,1.4836205523997112,0.5773502691896257,0.9999999999999998,0.0,6.603389830508474,165.9375
ZQ r1|tier1|m2|h15|mv2,ZQ r1,tier1,2,15,2.0,0,,,,,,,,,
ZQ r1|tier1|m2|h30|mv0,ZQ r1,tier1,2,30,0.0,3,-0.24999999999977263,-0.08333333333325754,0.3333333333333333,-0.5607558602334155,-0.2182178902359924,-0.3779644730092272,0.0,6.603389830508474,165.9375
ZQ r1|tier1|m2|h30|mv2,ZQ r1,tier1,2,30,2.0,0,,,,,,,,,
ZQ r1|tier1|m2|h60|mv0,ZQ r1,tier1,2,60,0.0,2,-1.0000000000005116,-0.5000000000002558,0.0,-1.4836205523997112,-0.7071067811865475,-1.0,0.0,4.402259887005649,165.9375
ZQ r1|tier1|m2|h60|mv2,ZQ r1,tier1,2,60,2.0,0,,,,,,,,,
ZQ r1|tier1|m2|h120|mv0,ZQ r1,tier1,2,120,0.0,2,0.49999999999954525,0.24999999999977263,0.5,1.4836205523997115,0.7071067811865476,1.0000000000000002,0.0,4.402259887005649,165.9375
ZQ r1|tier1|m2|h120|mv2,ZQ r1,tier1,2,120,2.0,0,,,,,,,,,
ZQ r1|tier1|m2|h240|mv0,ZQ r1,tier1,2,240,0.0,2,0.49999999999954525,0.24999999999977263,1.0,,0.0,0.0,0.0,4.402259887005649,165.9375
ZQ r1|tier1|m2|h240|mv2,ZQ r1,tier1,2,240,2.0,0,,,,,,,,,
ZQ r1|tier1|m5|h15|mv0,ZQ r1,tier1,5,15,0.0,3,0.24999999999977263,0.08333333333325754,0.3333333333333333,1.3619991903518514,0.5773502691896257,0.9999999999999998,0.0,5.565125383557295,196.89583333333334
ZQ r1|tier1|m5|h15|mv2,ZQ r1,tier1,5,15,2.0,0,,,,,,,,,
ZQ r1|tier1|m5|h30|mv0,ZQ r1,tier1,5,30,0.0,4,0.24999999999977263,0.06249999999994316,0.25,1.2577289699571723,0.5,1.0,0.0,6.327528647478119,230.89583333333334
ZQ r1|tier1|m5|h30|mv2,ZQ r1,tier1,5,30,2.0,0,,,,,,,,,
ZQ r1|tier1|m5|h60|mv0,ZQ r1,tier1,5,60,0.0,2,0.24999999999977263,0.12499999999988631,0.5,1.3619991903518514,0.7071067811865476,1.0000000000000002,0.0,3.710083589038197,196.89583333333334
ZQ r1|tier1|m5|h60|mv2,ZQ r1,tier1,5,60,2.0,0,,,,,,,,,
ZQ r1|tier1|m5|h120|mv0,ZQ r1,tier1,5,120,0.0,2,0.750000000000739,0.3750000000003695,0.5,1.3619991903518514,0.7071067811865475,1.0,0.0,3.710083589038197,196.89583333333334
ZQ r1|tier1|m5|h120|mv2,ZQ r1,tier1,5,120,2.0,0,,,,,,,,,
ZQ r1|tier1|m5|h240|mv0,ZQ r1,tier1,5,240,0.0,2,0.49999999999954525,0.24999999999977263,1.0,,0.0,0.0,0.0,3.1637643237390596,230.89583333333334
ZQ r1|tier1|m5|h240|mv2,ZQ r1,tier1,5,240,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m1|h15|mv0,ZQ r1,tier1+2,1,15,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1+2|m1|h15|mv2,ZQ r1,tier1+2,1,15,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m1|h30|mv0,ZQ r1,tier1+2,1,30,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1+2|m1|h30|mv2,ZQ r1,tier1+2,1,30,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m1|h60|mv0,ZQ r1,tier1+2,1,60,0.0,0,,,,,,,,,
ZQ r1|tier1+2|m1|h60|mv2,ZQ r1,tier1+2,1,60,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m1|h120|mv0,ZQ r1,tier1+2,1,120,0.0,0,,,,,,,,,
ZQ r1|tier1+2|m1|h120|mv2,ZQ r1,tier1+2,1,120,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m1|h240|mv0,ZQ r1,tier1+2,1,240,0.0,0,,,,,,,,,
ZQ r1|tier1+2|m1|h240|mv2,ZQ r1,tier1+2,1,240,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m2|h15|mv0,ZQ r1,tier1+2,2,15,0.0,3,0.24999999999977263,0.08333333333325754,0.3333333333333333,1.4836205523997112,0.5773502691896257,0.9999999999999998,0.0,6.603389830508474,165.9375
ZQ r1|tier1+2|m2|h15|mv2,ZQ r1,tier1+2,2,15,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m2|h30|mv0,ZQ r1,tier1+2,2,30,0.0,2,0.24999999999977263,0.12499999999988631,0.5,,0.7071067811865476,1.0000000000000002,0.0,61.193717277486904,11.9375
ZQ r1|tier1+2|m2|h30|mv2,ZQ r1,tier1+2,2,30,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m2|h60|mv0,ZQ r1,tier1+2,2,60,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1+2|m2|h60|mv2,ZQ r1,tier1+2,2,60,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m2|h120|mv0,ZQ r1,tier1+2,2,120,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1+2|m2|h120|mv2,ZQ r1,tier1+2,2,120,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m2|h240|mv0,ZQ r1,tier1+2,2,240,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1+2|m2|h240|mv2,ZQ r1,tier1+2,2,240,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m5|h15|mv0,ZQ r1,tier1+2,5,15,0.0,3,0.24999999999977263,0.08333333333325754,0.3333333333333333,1.3619991903518514,0.5773502691896257,0.9999999999999998,0.0,5.565125383557295,196.89583333333334
ZQ r1|tier1+2|m5|h15|mv2,ZQ r1,tier1+2,5,15,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m5|h30|mv0,ZQ r1,tier1+2,5,30,0.0,3,0.0,0.0,0.0,,0.0,0.0,0.0,4.745632212601243,230.89652777777778
ZQ r1|tier1+2|m5|h30|mv2,ZQ r1,tier1+2,5,30,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m5|h60|mv0,ZQ r1,tier1+2,5,60,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1+2|m5|h60|mv2,ZQ r1,tier1+2,5,60,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m5|h120|mv0,ZQ r1,tier1+2,5,120,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1+2|m5|h120|mv2,ZQ r1,tier1+2,5,120,2.0,0,,,,,,,,,
ZQ r1|tier1+2|m5|h240|mv0,ZQ r1,tier1+2,5,240,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|tier1+2|m5|h240|mv2,ZQ r1,tier1+2,5,240,2.0,0,,,,,,,,,
ZQ r1|0830|m1|h15|mv0,ZQ r1,0830,1,15,0.0,0,,,,,,,,,
ZQ r1|0830|m1|h15|mv2,ZQ r1,0830,1,15,2.0,0,,,,,,,,,
ZQ r1|0830|m1|h30|mv0,ZQ r1,0830,1,30,0.0,0,,,,,,,,,
ZQ r1|0830|m1|h30|mv2,ZQ r1,0830,1,30,2.0,0,,,,,,,,,
ZQ r1|0830|m1|h60|mv0,ZQ r1,0830,1,60,0.0,0,,,,,,,,,
ZQ r1|0830|m1|h60|mv2,ZQ r1,0830,1,60,2.0,0,,,,,,,,,
ZQ r1|0830|m1|h120|mv0,ZQ r1,0830,1,120,0.0,0,,,,,,,,,
ZQ r1|0830|m1|h120|mv2,ZQ r1,0830,1,120,2.0,0,,,,,,,,,
ZQ r1|0830|m1|h240|mv0,ZQ r1,0830,1,240,0.0,0,,,,,,,,,
ZQ r1|0830|m1|h240|mv2,ZQ r1,0830,1,240,2.0,0,,,,,,,,,
ZQ r1|0830|m2|h15|mv0,ZQ r1,0830,2,15,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m2|h15|mv2,ZQ r1,0830,2,15,2.0,0,,,,,,,,,
ZQ r1|0830|m2|h30|mv0,ZQ r1,0830,2,30,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m2|h30|mv2,ZQ r1,0830,2,30,2.0,0,,,,,,,,,
ZQ r1|0830|m2|h60|mv0,ZQ r1,0830,2,60,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m2|h60|mv2,ZQ r1,0830,2,60,2.0,0,,,,,,,,,
ZQ r1|0830|m2|h120|mv0,ZQ r1,0830,2,120,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m2|h120|mv2,ZQ r1,0830,2,120,2.0,0,,,,,,,,,
ZQ r1|0830|m2|h240|mv0,ZQ r1,0830,2,240,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m2|h240|mv2,ZQ r1,0830,2,240,2.0,0,,,,,,,,,
ZQ r1|0830|m5|h15|mv0,ZQ r1,0830,5,15,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m5|h15|mv2,ZQ r1,0830,5,15,2.0,0,,,,,,,,,
ZQ r1|0830|m5|h30|mv0,ZQ r1,0830,5,30,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m5|h30|mv2,ZQ r1,0830,5,30,2.0,0,,,,,,,,,
ZQ r1|0830|m5|h60|mv0,ZQ r1,0830,5,60,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m5|h60|mv2,ZQ r1,0830,5,60,2.0,0,,,,,,,,,
ZQ r1|0830|m5|h120|mv0,ZQ r1,0830,5,120,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m5|h120|mv2,ZQ r1,0830,5,120,2.0,0,,,,,,,,,
ZQ r1|0830|m5|h240|mv0,ZQ r1,0830,5,240,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|0830|m5|h240|mv2,ZQ r1,0830,5,240,2.0,0,,,,,,,,,
ZQ r1|clustered|m1|h15|mv0,ZQ r1,clustered,1,15,0.0,0,,,,,,,,,
ZQ r1|clustered|m1|h15|mv2,ZQ r1,clustered,1,15,2.0,0,,,,,,,,,
ZQ r1|clustered|m1|h30|mv0,ZQ r1,clustered,1,30,0.0,0,,,,,,,,,
ZQ r1|clustered|m1|h30|mv2,ZQ r1,clustered,1,30,2.0,0,,,,,,,,,
ZQ r1|clustered|m1|h60|mv0,ZQ r1,clustered,1,60,0.0,0,,,,,,,,,
ZQ r1|clustered|m1|h60|mv2,ZQ r1,clustered,1,60,2.0,0,,,,,,,,,
ZQ r1|clustered|m1|h120|mv0,ZQ r1,clustered,1,120,0.0,0,,,,,,,,,
ZQ r1|clustered|m1|h120|mv2,ZQ r1,clustered,1,120,2.0,0,,,,,,,,,
ZQ r1|clustered|m1|h240|mv0,ZQ r1,clustered,1,240,0.0,0,,,,,,,,,
ZQ r1|clustered|m1|h240|mv2,ZQ r1,clustered,1,240,2.0,0,,,,,,,,,
ZQ r1|clustered|m2|h15|mv0,ZQ r1,clustered,2,15,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|clustered|m2|h15|mv2,ZQ r1,clustered,2,15,2.0,0,,,,,,,,,
ZQ r1|clustered|m2|h30|mv0,ZQ r1,clustered,2,30,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|clustered|m2|h30|mv2,ZQ r1,clustered,2,30,2.0,0,,,,,,,,,
ZQ r1|clustered|m2|h60|mv0,ZQ r1,clustered,2,60,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|clustered|m2|h60|mv2,ZQ r1,clustered,2,60,2.0,0,,,,,,,,,
ZQ r1|clustered|m2|h120|mv0,ZQ r1,clustered,2,120,0.0,1,0.0,0.0,0.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|clustered|m2|h120|mv2,ZQ r1,clustered,2,120,2.0,0,,,,,,,,,
ZQ r1|clustered|m2|h240|mv0,ZQ r1,clustered,2,240,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|clustered|m2|h240|mv2,ZQ r1,clustered,2,240,2.0,0,,,,,,,,,
ZQ r1|clustered|m5|h15|mv0,ZQ r1,clustered,5,15,0.0,2,0.24999999999977263,0.12499999999988631,0.5,1.3619991903518514,0.7071067811865476,1.0000000000000002,0.0,3.710083589038197,196.89583333333334
ZQ r1|clustered|m5|h15|mv2,ZQ r1,clustered,5,15,2.0,0,,,,,,,,,
ZQ r1|clustered|m5|h30|mv0,ZQ r1,clustered,5,30,0.0,2,0.24999999999977263,0.12499999999988631,0.5,1.3619991903518514,0.7071067811865476,1.0000000000000002,0.0,3.710083589038197,196.89583333333334
ZQ r1|clustered|m5|h30|mv2,ZQ r1,clustered,5,30,2.0,0,,,,,,,,,
ZQ r1|clustered|m5|h60|mv0,ZQ r1,clustered,5,60,0.0,2,0.24999999999977263,0.12499999999988631,0.5,1.3619991903518514,0.7071067811865476,1.0000000000000002,0.0,3.710083589038197,196.89583333333334
ZQ r1|clustered|m5|h60|mv2,ZQ r1,clustered,5,60,2.0,0,,,,,,,,,
ZQ r1|clustered|m5|h120|mv0,ZQ r1,clustered,5,120,0.0,2,0.750000000000739,0.3750000000003695,0.5,1.3619991903518514,0.7071067811865475,1.0,0.0,3.710083589038197,196.89583333333334
ZQ r1|clustered|m5|h120|mv2,ZQ r1,clustered,5,120,2.0,0,,,,,,,,,
ZQ r1|clustered|m5|h240|mv0,ZQ r1,clustered,5,240,0.0,1,0.24999999999977263,0.24999999999977263,1.0,,0.0,0.0,0.0,365.25,0.0
ZQ r1|clustered|m5|h240|mv2,ZQ r1,clustered,5,240,2.0,0,,,,,,,,,
ZQ r1|CPI|m1|h15|mv0,ZQ r1,CPI,1,15,0.0,0,,,,,,,,,
ZQ r1|CPI|m1|h15|mv2,ZQ r1,CPI,1,15,2.0,0,,,,,,,,,
ZQ r1|CPI|m1|h30|mv0,ZQ r1,CPI,1,30,0.0,0,,,,,,,,,
ZQ r1|CPI|m1|h30|mv2,ZQ r1,CPI,1,30,2.0,0,,,,,,,,,
ZQ r1|CPI|m1|h60|mv0,ZQ r1,CPI,1,60,0.0,0,,,,,,,,,
ZQ r1|CPI|m1|h60|mv2,ZQ r1,CPI,1,60,2.0,0,,,,,,,,,
ZQ r1|CPI|m1|h120|mv0,ZQ r1,CPI,1,120,0.0,0,,,,,,,,,
ZQ r1|CPI|m1|h120|mv2,ZQ r1,CPI,1,120,2.0,0,,,,,,,,,
ZQ r1|CPI|m1|h240|mv0,ZQ r1,CPI,1,240,0.0,0,,,,,,,,,
ZQ r1|CPI|m1|h240|mv2,ZQ r1,CPI,1,240,2.0,0,,,,,,,,,
ZQ r1|CPI|m2|h15|mv0,ZQ r1,CPI,2,15,0.0,0,,,,,,,,,
ZQ r1|CPI|m2|h15|mv2,ZQ r1,CPI,2,15,2.0,0,,,,,,,,,
ZQ r1|CPI|m2|h30|mv0,ZQ r1,CPI,2,30,0.0,0,,,,,,,,,
ZQ r1|CPI|m2|h30|mv2,ZQ r1,CPI,2,30,2.0,0,,,,,,,,,
ZQ r1|CPI|m2|h60|mv0,ZQ r1,CPI,2,60,0.0,0,,,,,,,,,
ZQ r1|CPI|m2|h60|mv2,ZQ r1,CPI,2,60,2.0,0,,,,,,,,,
ZQ r1|CPI|m2|h120|mv0,ZQ r1,CPI,2,120,0.0,0,,,,,,,,,
ZQ r1|CPI|m2|h120|mv2,ZQ r1,CPI,2,120,2.0,0,,,,,,,,,
ZQ r1|CPI|m2|h240|mv0,ZQ r1,CPI,2,240,0.0,0,,,,,,,,,
ZQ r1|CPI|m2|h240|mv2,ZQ r1,CPI,2,240,2.0,0,,,,,,,,,
ZQ r1|CPI|m5|h15|mv0,ZQ r1,CPI,5,15,0.0,0,,,,,,,,,
ZQ r1|CPI|m5|h15|mv2,ZQ r1,CPI,5,15,2.0,0,,,,,,,,,
ZQ r1|CPI|m5|h30|mv0,ZQ r1,CPI,5,30,0.0,0,,,,,,,,,
ZQ r1|CPI|m5|h30|mv2,ZQ r1,CPI,5,30,2.0,0,,,,,,,,,
ZQ r1|CPI|m5|h60|mv0,ZQ r1,CPI,5,60,0.0,0,,,,,,,,,
ZQ r1|CPI|m5|h60|mv2,ZQ r1,CPI,5,60,2.0,0,,,,,,,,,
ZQ r1|CPI|m5|h120|mv0,ZQ r1,CPI,5,120,0.0,0,,,,,,,,,
ZQ r1|CPI|m5|h120|mv2,ZQ r1,CPI,5,120,2.0,0,,,,,,,,,
ZQ r1|CPI|m5|h240|mv0,ZQ r1,CPI,5,240,0.0,0,,,,,,,,,
ZQ r1|CPI|m5|h240|mv2,ZQ r1,CPI,5,240,2.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h15|mv0,ZQ r1,payrolls,1,15,0.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h15|mv2,ZQ r1,payrolls,1,15,2.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h30|mv0,ZQ r1,payrolls,1,30,0.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h30|mv2,ZQ r1,payrolls,1,30,2.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h60|mv0,ZQ r1,payrolls,1,60,0.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h60|mv2,ZQ r1,payrolls,1,60,2.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h120|mv0,ZQ r1,payrolls,1,120,0.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h120|mv2,ZQ r1,payrolls,1,120,2.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h240|mv0,ZQ r1,payrolls,1,240,0.0,0,,,,,,,,,
ZQ r1|payrolls|m1|h240|mv2,ZQ r1,payrolls,1,240,2.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h15|mv0,ZQ r1,payrolls,2,15,0.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h15|mv2,ZQ r1,payrolls,2,15,2.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h30|mv0,ZQ r1,payrolls,2,30,0.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h30|mv2,ZQ r1,payrolls,2,30,2.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h60|mv0,ZQ r1,payrolls,2,60,0.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h60|mv2,ZQ r1,payrolls,2,60,2.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h120|mv0,ZQ r1,payrolls,2,120,0.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h120|mv2,ZQ r1,payrolls,2,120,2.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h240|mv0,ZQ r1,payrolls,2,240,0.0,0,,,,,,,,,
ZQ r1|payrolls|m2|h240|mv2,ZQ r1,payrolls,2,240,2.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h15|mv0,ZQ r1,payrolls,5,15,0.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h15|mv2,ZQ r1,payrolls,5,15,2.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h30|mv0,ZQ r1,payrolls,5,30,0.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h30|mv2,ZQ r1,payrolls,5,30,2.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h60|mv0,ZQ r1,payrolls,5,60,0.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h60|mv2,ZQ r1,payrolls,5,60,2.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h120|mv0,ZQ r1,payrolls,5,120,0.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h120|mv2,ZQ r1,payrolls,5,120,2.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h240|mv0,ZQ r1,payrolls,5,240,0.0,0,,,,,,,,,
ZQ r1|payrolls|m5|h240|mv2,ZQ r1,payrolls,5,240,2.0,0,,,,,,,,,
ZQ r2|tier1|m1|h15|mv0,ZQ r2,tier1,1,15,0.0,9,1.4999999999986358,0.16666666666651508,0.3333333333333333,1.7783965269446953,0.6666666666666666,2.0,0.0,7.116061965860148,461.9479166666667
ZQ r2|tier1|m1|h15|mv2,ZQ r2,tier1,1,15,2.0,0,,,,,,,,,
ZQ r2|tier1|m1|h30|mv0,ZQ r2,tier1,1,30,0.0,8,-2.000000000001023,-0.2500000000001279,0.125,-1.0521135739398066,-0.4183300132672756,-1.183215956620596,-2.5000000000005684,6.325388414097909,461.9479166666667
ZQ r2|tier1|m1|h30|mv2,ZQ r2,tier1,1,30,2.0,0,,,,,,,,,
ZQ r2|tier1|m1|h60|mv0,ZQ r2,tier1,1,60,0.0,7,0.9999999999990905,0.14285714285701293,0.2857142857142857,1.432804034216956,0.5855400437691198,1.5491933384829666,0.0,5.9877049180327875,427.0
ZQ r2|tier1|m1|h60|mv2,ZQ r2,tier1,1,60,2.0,0,,,,,,,,,
ZQ r2|tier1|m1|h120|mv0,ZQ r2,tier1,1,120,0.0,7,-1.5000000000000568,-0.2142857142857224,0.2857142857142857,-0.6330238669875932,-0.24942329796305526,-0.6599120175958075,-2.5000000000005684,6.441190363722248,396.9375
ZQ r2|tier1|m1|h120|mv2,ZQ r2,tier1,1,120,2.0,0,,,,,,,,,
ZQ r2|tier1|m1|h240|mv0,ZQ r2,tier1,1,240,0.0,7,-2.000000000001023,-0.28571428571443186,0.2857142857142857,-0.8177774018549747,-0.31524416249564025,-0.8340576562282991,-3.0000000000015348,6.72939628228327,379.9375
ZQ r2|tier1|m1|h240|mv2,ZQ r2,tier1,1,240,2.0,0,,,,,,,,,
ZQ r2|tier1|m2|h15|mv0,ZQ r2,tier1,2,15,0.0,11,1.0000000000005116,0.09090909090913742,0.2727272727272727,0.8891982634730424,0.3015113445779992,1.0000000000007814,-0.49999999999954525,8.697409069384625,461.9479166666667
ZQ r2|tier1|m2|h15|mv2,ZQ r2,tier1,2,15,2.0,0,,,,,,,,,
ZQ r2|tier1|m2|h30|mv0,ZQ r2,tier1,2,30,0.0,10,-1.4999999999972147,-0.14999999999972147,0.2,-0.3900318450137079,-0.13870798458655112,-0.4386331609450306,-2.4999999999991473,7.906735517622386,461.9479166666667
ZQ r2|tier1|m2|h30|mv2,ZQ r2,tier1,2,30,2.0,0,,,,,,,,,
ZQ r2|tier1|m2|h60|mv0,ZQ r2,tier1,2,60,0.0,9,-4.4999999999987494,-0.49999999999986106,0.3333333333333333,-0.7551540314671159,-0.2721655269758657,-0.816496580927597,-5.499999999999261,7.698477751756441,427.0
ZQ r2|tier1|m2|h60|mv2,ZQ r2,tier1,2,60,2.0,0,,,,,,,,,
ZQ r2|tier1|m2|h120|mv0,ZQ r2,tier1,2,120,0.0,9,-1.99999999999676,-0.22222222222186222,0.4444444444444444,-0.47298766273139475,-0.1676518969229063,-0.5029556907687188,-3.499999999999659,7.959443099273608,413.0
ZQ r2|tier1|m2|h120|mv2,ZQ r2,tier1,2,120,2.0,0,,,,,,,,,
ZQ r2|tier1|m2|h240|mv0,ZQ r2,tier1,2,240,0.0,7,-1.999999999998181,-0.28571428571402585,0.2857142857142857,-0.5956352975768682,-0.20263448786288926,-0.5361204619301412,-2.9999999999986926,8.640405533847291,295.90625
ZQ r2|tier1|m2|h240|mv2,ZQ r2,tier1,2,240,2.0,0,,,,,,,,,
ZQ r2|tier1|m5|h15|mv0,ZQ r2,tier1,5,15,0.0,11,1.500000000001478,0.13636363636377072,0.2727272727272727,1.8169426083060471,0.5838742081211422,1.9364916731037085,0.0,9.68375596284208,414.8958333333333
ZQ r2|tier1|m5|h15|mv2,ZQ r2,tier1,5,15,2.0,0,,,,,,,,,
ZQ r2|tier1|m5|h30|mv0,ZQ r2,tier1,5,30,0.0,12,-1.999999999998181,-0.16666666666651508,0.16666666666666666,-0.8696415476276583,-0.28867513459458916,-0.999999999999225,-2.9999999999986926,9.075317056336813,482.9583333333333
ZQ r2|tier1|m5|h30|mv2,ZQ r2,tier1,5,30,2.0,0,,,,,,,,,
ZQ r2|tier1|m5|h60|mv0,ZQ r2,tier1,5,60,0.0,10,-1.0000000000005116,-0.10000000000005116,0.2,-0.39331018848915855,-0.14301938838683884,-0.4522670168666454,-2.000000000001023,7.5627642136140105,482.9583333333333
ZQ r2|tier1|m5|h60|mv2,ZQ r2,tier1,5,60,2.0,0,,,,,,,,,
ZQ r2|tier1|m5|h120|mv0,ZQ r2,tier1,5,120,0.0,13,-0.49999999999812417,-0.03846153846139417,0.23076923076923078,-0.17451098556091135,-0.055655849354305814,-0.20067001862644895,-1.5000000000000568,9.831593477698213,482.9583333333333
ZQ r2|tier1|m5|h120|mv2,ZQ r2,tier1,5,120,2.0,0,,,,,,,,,
ZQ r2|tier1|m5|h240|mv0,ZQ r2,tier1,5,240,0.0,11,-0.9999999999990905,-0.09090909090900823,0.18181818181818182,-0.29483609733928057,-0.10222191934281809,-0.3390317518101006,-1.999999999999602,8.319040634975412,482.9583333333333
ZQ r2|tier1|m5|h240|mv2,ZQ r2,tier1,5,240,2.0,0,,,,,,,,,
