search,config,trades,gross_bp,tick_bp,net_bp,hit_rate,sr_per_trade,ann_sharpe,trades_per_year
CPI x TY brackets,fade|mv0|tp2b|sl2b|tr4|t58,84,0.0316820917837945,0.239,-0.2072179082162055,0.4761904761904761,-0.090744299379814,-0.3018416542971082,11.064190407500902
CPI x TY brackets,fade|mv0|tp2b|sl2b|tr-|t58,84,0.0316820917837945,0.239,-0.2072179082162055,0.4761904761904761,-0.090744299379814,-0.3018416542971082,11.064190407500902
CPI x TY brackets,fade|mv1|tp1.5f|sl1.5f|tr4|t30,60,-0.0571312787280227,0.239,-0.2960312787280228,0.4833333333333333,-0.107421679149858,-0.3019866465288006,7.90299314821493
consensus surprise,fade_then_flip|e15|z1|tp3|sl5|t120,102,-0.0274400409703148,0.239,-0.2663400409703148,0.5196078431372549,-0.0824743619144707,-0.3023007520430579,13.435088351965382
parameter search,grid|SR3 r3|CPI|m1|h15|momentum,67,0.2611940298507844,0.5,-0.23880597014921562,0.5223880597014925,-0.10180209629266018,-0.3024226397415565,8.825009015506671
CPI x TY brackets,fade|mv0.5|tp1.5f|sl1f|tr-|t118,69,-0.1178070882335017,0.239,-0.3567070882335018,0.463768115942029,-0.1003494955701273,-0.3025240575291455,9.08844212044717
consensus surprise,fade|e5|z2|tp5|sl0.5|t60,32,-0.0027577394689002,0.239,-0.2416577394689002,0.21875,-0.1473579698882867,-0.3025302431334597,4.2149296790479625
consensus surprise,fade|e2|z1|tp3|sl2|t30,89,0.0422683532301752,0.239,-0.1966316467698247,0.4382022471910112,-0.0884276076365408,-0.3027631788151476,11.722773169852147
parameter search,rel|retail sales|TY|momentum,85,-0.0282998802634407,0.239,-0.2672998802634407,0.5176470588235295,-0.09048790735533405,-0.30277512012309604,11.19590695997115
parameter search,grid|TY|retail sales|m1|h60|momentum,85,-0.0282998802634407,0.239,-0.2672998802634407,0.5176470588235295,-0.09048790735533405,-0.30277512012309604,11.19590695997115
parameter search,grid|FV|PCE|m5|h120|fade,75,-0.0470872921551131,0.183,-0.2300872921551131,0.5866666666666667,-0.09633206800646454,-0.3027761712406119,9.878741435268662
consensus surprise,momentum|e2|z1|tp3|sl2|t240,89,0.0088314200104308,0.239,-0.2300685799895693,0.4269662921348314,-0.0884431024897501,-0.30281623092340093,11.722773169852147
grid search,SR3 r6|CPI|m1|h15|mv2,50,0.1599999999999966,0.5,-0.3400000000000034,0.42,-0.11801282118401173,-0.30285473796166995,6.585827623512442
parameter search,grid|TU|CPI|m5|h120|momentum,81,-0.1350531486586557,0.223,-0.3580531486586557,0.4938271604938271,-0.09272972837647643,-0.30288772596261415,10.669040750090156
CPI x TY brackets,fade|mv0.5|tp1.5f|sl0.5f|tr-|t30,69,-0.0562930639892993,0.239,-0.2951930639892994,0.4057971014492754,-0.1005004458712173,-0.3029791280535317,9.08844212044717
grid search,FV|CPI|m1|h60|mv2,44,-0.3396942401264224,0.183,-0.5226942401264224,0.4772727272727273,-0.12588741100871467,-0.30306013874739435,5.795528308690948
CPI x TY brackets,momentum|mv0.5|tp0.25f|sl0.5f|tr4|t238,69,-0.0014132030905422,0.239,-0.2403132030905423,0.5797101449275363,-0.1005511584538799,-0.30313201149542357,9.08844212044717
parameter search,grid|SR3 r6|retail sales|m1|h120|momentum,73,0.075342465753395,0.5,-0.424657534246605,0.4657534246575342,-0.09785917786180591,-0.30344722510160627,9.615308330328165
parameter search,grid|SR3 r4|jobless claims|m5|h240|momentum,240,0.2604166666666785,0.5,-0.2395833333333215,0.4666666666666667,-0.05398070192374434,-0.30350393477802706,31.61197259285972
consensus surprise,momentum|e5|z1|tp3|sl5|t60,89,-0.0206524648005665,0.239,-0.2595524648005667,0.4719101123595505,-0.0886603135616942,-0.30355992982438157,11.722773169852147
parameter search,grid|US|ISM mfg|m5|h120|fade,88,-0.0207100385917653,0.245,-0.2657100385917653,0.4204545454545454,-0.0892019479853353,-0.30369374853439474,11.591056617381897
CPI x TY brackets,momentum|mv2|tp1.5f|sl0.5f|tr-|t238,46,-0.3146882989586878,0.239,-0.5535882989586878,0.3478260869565217,-0.12349023904457741,-0.3039707007410842,6.0589614136314465
consensus surprise,momentum|e15|z1|tp5|slinf|t240,89,-0.1672227318848081,0.239,-0.4061227318848082,0.4606741573033708,-0.0887858972180064,-0.303989909872565,11.722773169852147
consensus surprise,momentum|e15|z1.5|tp3|sl0.5|t240,41,0.0266308254739549,0.239,-0.212269174526045,0.1951219512195122,-0.1308127076740645,-0.3039919204649523,5.400378651280202
consensus surprise,fade|e5|z1|tp2|sl3|t60,89,0.0337927443756484,0.239,-0.2051072556243516,0.550561797752809,-0.0888161786361869,-0.3040935890138695,11.722773169852147
parameter search,grid|SR3 r1|jobless claims|m5|h240|momentum,189,0.3518518518518251,0.5,-0.1481481481481749,0.4338624338624338,-0.06101840026449031,-0.3044471388991832,24.89442841687703
parameter search,grid|SR3 r4|PCE|m5|h120|fade,69,0.2246376811592983,0.5,-0.2753623188407017,0.5217391304347826,-0.10101782643446701,-0.304538877471222,9.08844212044717
grid search,SR3 r4|payrolls|m1|h120|mv2,57,-0.1578947368422608,0.5,-0.6578947368422607,0.4912280701754385,-0.11114557746489677,-0.3045438207039288,7.507843490804183
CPI x TY brackets,fade|mv0|tp3b|sl8b|tr-|t30,84,0.0007565983369706,0.239,-0.2381434016630293,0.4404761904761904,-0.0915754019280451,-0.30460614054873075,11.064190407500902
consensus surprise,fade_then_flip|e2|z1|tp3|sl1|t240,148,0.097318274767207,0.239,-0.141581725232793,0.3310810810810811,-0.0689904298363765,-0.30460700462643375,19.494049765596827
grid search,SR3 r6|CPI|m2|h240|mv2,49,-0.3775510204082839,0.5,-0.8775510204082839,0.4285714285714285,-0.11994675908781861,-0.3047240526365102,6.454111071042193
CPI x TY brackets,momentum|mv0|tp0.5f|sl0.5f|tr-|t118,84,-0.0033201733016547,0.239,-0.2422201733016547,0.4523809523809524,-0.0916427587451823,-0.30483018870659667,11.064190407500902
consensus surprise,fade_then_flip|e2|z0|tp5|sl3|t60,283,0.0917215057093749,0.239,-0.147178494290625,0.469964664310954,-0.0499385525663768,-0.30489432839866404,37.27578434908042
grid search,SR3 r6|0830|m2|h120|mv2,238,0.2226890756302287,0.5,-0.27731092436977134,0.4915966386554621,-0.05445944732371962,-0.30491717374615546,31.348539487919222
CPI x TY brackets,momentum|mv3|tp2b|sl4b|tr-|t30,38,-0.1574720604527658,0.239,-0.3963720604527658,0.5,-0.1364954200068531,-0.3053725917585919,5.005228993869456
CPI x TY brackets,momentum|mv0|tp3b|sl2b|tr2|t118,84,0.0260625478342363,0.239,-0.2128374521657636,0.4285714285714285,-0.0918156196899171,-0.3054051739550223,11.064190407500902
grid search,TY|CPI|m1|h30|mv0,84,-0.013974569036501,0.239,-0.252974569036501,0.4523809523809524,-0.09183581293072268,-0.30547234248518934,11.064190407500902
parameter search,grid|TY|CPI|m1|h30|fade,84,-0.013974569036501,0.239,-0.252974569036501,0.4523809523809524,-0.09183581293072268,-0.30547234248518934,11.064190407500902
CPI x TY brackets,momentum|mv1|tp1.5f|sl0.5f|tr-|t30,60,-0.0683703906694562,0.239,-0.3072703906694563,0.4166666666666667,-0.1088185251914872,-0.3059134968179323,7.90299314821493
CPI x TY brackets,fade|mv0|tp0.5f|sl1f|tr4|t118,84,0.0055838333923666,0.239,-0.2333161666076333,0.5119047619047619,-0.0920611175673373,-0.30622177054514843,11.064190407500902
CPI x TY brackets,momentum|mv3|tp0.25f|sl0.5f|tr-|t30,38,-0.1485978172757841,0.239,-0.3874978172757843,0.5526315789473685,-0.1369555167194759,-0.30640193710648833,5.005228993869456
consensus surprise,momentum|e2|z1.5|tp3|sl3|t120,41,-0.1386370845225482,0.239,-0.3775370845225483,0.4146341463414634,-0.1318530880702558,-0.306409630795055,5.400378651280202
grid search,US|CPI|m1|h120|mv0,81,-0.1270736195820038,0.245,-0.3720736195820038,0.4814814814814814,-0.09382450498116175,-0.30646364926181713,10.669040750090156
parameter search,grid|US|CPI|m1|h120|fade,81,-0.1270736195820038,0.245,-0.3720736195820038,0.4814814814814814,-0.09382450498116175,-0.30646364926181713,10.669040750090156
consensus surprise,fade|e2|z0|tp1|sl2|t60,223,0.141357414322452,0.239,-0.097542585677548,0.6322869955156951,-0.0565779470659068,-0.30663363686866685,29.37279120086549
CPI x TY brackets,fade|mv0|tp0.5f|sl2f|tr-|t30,84,0.0213386431476257,0.239,-0.2175613568523742,0.5119047619047619,-0.0922277412745255,-0.3067760089465305,11.064190407500902
grid search,SR3 r6|CPI|m1|h120|mv2,49,-0.1632653061225035,0.5,-0.6632653061225036,0.4489795918367347,-0.12079377151910663,-0.30687588285400375,6.454111071042193
parameter search,grid|TU|PCE|m1|h120|momentum,74,-0.070883475542024,0.223,-0.293883475542024,0.4189189189189189,-0.09830018981164375,-0.3068954105220899,9.747024882798414
CPI x TY brackets,fade|mv0.5|tp0.25f|slinff|tr4|t58,69,-0.0037420927611418,0.239,-0.2426420927611419,0.6231884057971014,-0.1018147732214157,-0.3069414363904549,9.08844212044717
consensus surprise,fade|e2|z1|tp5|sl0.5|t30,89,0.0759302581161194,0.239,-0.1629697418838805,0.2808988764044944,-0.0897484240757123,-0.3072854608766338,11.722773169852147
consensus surprise,fade|e2|z1|tp1|sl5|t30,89,0.0630623682253345,0.239,-0.1758376317746654,0.6292134831460674,-0.089769705395528,-0.30735832499915156,11.722773169852147
parameter search,grid|SR3 r8|ISM mfg|m1|h60|momentum,71,0.1901408450704497,0.5,-0.3098591549295503,0.4929577464788732,-0.1005177477897382,-0.30739167472308027,9.351875225387667
consensus surprise,fade|e5|z1.5|tp1|sl1|t30,41,0.0827676560086882,0.239,-0.1561323439913117,0.5121951219512195,-0.1322862230853769,-0.3074161809032857,5.400378651280202
consensus surprise,fade|e5|z1|tp2|sl2|t120,89,0.043267867782762,0.239,-0.1956321322172381,0.5056179775280899,-0.0898234400914655,-0.30754230472889355,11.722773169852147
consensus surprise,fade_then_flip|e2|z0|tp3|sl2|t30,290,0.1269821396591595,0.239,-0.1119178603408405,0.4413793103448276,-0.0497781265281994,-0.3076505697721307,38.19780021637216
grid search,TY|0830|m2|h120|mv2,213,-0.0326955751216684,0.239,-0.2716955751216684,0.5070422535211268,-0.05809465317579811,-0.3077132112914096,28.055625676163
parameter search,grid|TY|retail sales|m1|h30|fade,85,0.0301474020609719,0.239,-0.20885259793902808,0.4705882352941176,-0.09199536727312131,-0.30781912402404255,11.19590695997115
CPI x TY brackets,fade|mv0|tp3b|slinfb|tr-|t58,84,-0.0374026938709256,0.239,-0.2763026938709257,0.5119047619047619,-0.0925654156309714,-0.30789921103261125,11.064190407500902
CPI x TY brackets,fade|mv0.5|tp1.5f|sl2f|tr-|t118,69,-0.1556052217729883,0.239,-0.3945052217729884,0.5072463768115942,-0.1021555481000485,-0.3079687718882796,9.08844212044717
grid search,TU|CPI|m2|h240|mv2,47,-0.6015309647785468,0.223,-0.8245309647785468,0.4042553191489361,-0.12379534944697708,-0.3080161134061331,6.1906779661016955
parameter search,grid|TU|retail sales|m1|h120|momentum,84,-0.0970150102868513,0.223,-0.3200150102868513,0.4523809523809524,-0.09264260371730144,-0.3081559608210731,11.064190407500902
CPI x TY brackets,momentum|mv2|tp5b|sl2b|tr-|t238,46,-0.2000100312881322,0.239,-0.4389100312881323,0.3260869565217391,-0.1252134899302858,-0.3082124755026699,6.0589614136314465
CPI x TY brackets,momentum|mv2|tp3b|sl8b|tr4|t118,46,-0.2240091394502432,0.239,-0.4629091394502432,0.5217391304347826,-0.125365714740246,-0.3085871762281019,6.0589614136314465
CPI x TY brackets,momentum|mv2|tp3b|slinfb|tr4|t118,46,-0.2240091394502432,0.239,-0.4629091394502432,0.5217391304347826,-0.125365714740246,-0.3085871762281019,6.0589614136314465
parameter search,grid|SR3 r2|payrolls|m5|h120|momentum,76,0.1513157894736027,0.5,-0.3486842105263973,0.4342105263157895,-0.09753592770339242,-0.3085969239261711,10.010457987738912
consensus surprise,fade|e2|z0|tp3|sl5|t60,223,0.0724848459517719,0.239,-0.1664151540482281,0.5426008968609866,-0.0569657336489336,-0.3087353110447176,29.37279120086549
CPI x TY brackets,momentum|mv0|tp0.5f|sl2f|tr4|t238,84,-0.042122868903045,0.239,-0.281022868903045,0.5476190476190477,-0.0930935103913673,-0.3096558061817606,11.064190407500902
CPI x TY brackets,fade|mv0|tp0.5f|slinff|tr-|t30,84,0.0175152133836821,0.239,-0.2213847866163177,0.5357142857142857,-0.0930946954122731,-0.3096597479023207,11.064190407500902
consensus surprise,momentum|e5|z1|tp3|sl2|t240,89,0.007894863772156,0.239,-0.231005136227844,0.4269662921348314,-0.0905010785214961,-0.3098624394769311,11.722773169852147
consensus surprise,fade_then_flip|e2|z2|tp2|sl0.5|t240,53,0.0707156070781151,0.239,-0.1681843929218848,0.2830188679245283,-0.117305485781018,-0.3099391478496166,6.980977280923188
CPI x TY brackets,fade|mv0.5|tp0.25f|sl0.5f|tr2|t238,69,0.0424852308884263,0.239,-0.1964147691115737,0.4927536231884058,-0.1028233151065466,-0.3099818919656867,9.08844212044717
CPI x TY brackets,fade|mv0.5|tp0.25f|sl0.5f|tr2|t58,69,0.0424852308884263,0.239,-0.1964147691115737,0.4927536231884058,-0.1028233151065466,-0.3099818919656867,9.08844212044717
CPI x TY brackets,fade|mv0.5|tp0.25f|sl0.5f|tr2|t118,69,0.0424852308884263,0.239,-0.1964147691115737,0.4927536231884058,-0.1028233151065466,-0.3099818919656867,9.08844212044717
consensus surprise,fade_then_flip|e15|z0|tp5|sl1|t120,370,0.1368322048130745,0.239,-0.1020677951869255,0.2945945945945946,-0.0444234461870308,-0.31012250680656417,48.73512441399207
consensus surprise,fade|e15|z1|tp5|sl1|t30,89,0.0817570790387551,0.239,-0.1571429209612448,0.4044943820224719,-0.0905913997986542,-0.3101716863028707,11.722773169852147
consensus surprise,fade|e2|z0|tp2|sl3|t60,223,0.103487131189113,0.239,-0.1354128688108869,0.5560538116591929,-0.0572406364998378,-0.3102251929745113,29.37279120086549
parameter search,grid|SR3 r3|jobless claims|m1|h120|momentum,219,0.3173515981734869,0.5,-0.1826484018265131,0.4474885844748858,-0.05778243483850289,-0.31034022677344225,28.845924990984496
parameter search,grid|SR3 r8|clustered|m1|h240|momentum,570,0.323684210526328,0.5,-0.176315789473672,0.5175438596491229,-0.035822125715537084,-0.31039088488404276,75.07843490804184
consensus surprise,momentum|e2|z2|tp3|slinf|t30,32,-0.140262108325312,0.239,-0.3791621083253121,0.46875,-0.1512388593356287,-0.31049782323088193,4.2149296790479625
CPI x TY brackets,momentum|mv0.5|tp1.5f|sl0.5f|tr4|t238,69,-0.0711726211464046,0.239,-0.3100726211464046,0.3768115942028985,-0.1030474391209685,-0.31065755959956387,9.08844212044717
CPI x TY brackets,momentum|mv3|tp1f|sl0.5f|tr4|t238,38,-0.255084289440071,0.239,-0.4939842894400711,0.3947368421052631,-0.1388732795544724,-0.31069242690659876,5.005228993869456
parameter search,grid|SR3 r4|PCE|m5|h60|fade,69,0.2898550724638134,0.5,-0.21014492753618658,0.5217391304347826,-0.10306429507653626,-0.31070837532158535,9.08844212044717
consensus surprise,fade|e5|z1.5|tp2|sl1|t30,41,0.0370988942480683,0.239,-0.2018011057519317,0.3658536585365853,-0.1337512171730188,-0.3108206388805771,5.400378651280202
CPI x TY brackets,momentum|mv0|tp5b|sl2b|tr4|t118,84,-0.0260140889159995,0.239,-0.2649140889159995,0.4047619047619047,-0.0934494211861878,-0.3108396679099907,11.064190407500902
CPI x TY brackets,fade|mv0.5|tp1.5f|sl2f|tr4|t118,69,-0.0616235962737071,0.239,-0.3005235962737071,0.4782608695652174,-0.1031081343949668,-0.3108405379041232,9.08844212044717
consensus surprise,fade_then_flip|e2|z0|tp1|sl3|t30,256,0.1428405068902227,0.239,-0.0960594931097772,0.6328125,-0.0535370709938541,-0.31088142036354205,33.7194374323837
grid search,SR3 r4|payrolls|m2|h60|mv2,54,-0.0185185185185543,0.5,-0.5185185185185543,0.5,-0.11657940225117601,-0.3109130002316316,7.112693833393437
CPI x TY brackets,fade|mv2|tp1.5f|sl1.5f|tr-|t30,46,-0.2014161677631278,0.239,-0.4403161677631278,0.4347826086956521,-0.1263498578650746,-0.31100964036452394,6.0589614136314465
CPI x TY brackets,momentum|mv0|tp0.75f|sl0.5f|tr-|t118,84,-0.0409082201965224,0.239,-0.2798082201965224,0.4047619047619047,-0.0935054083745459,-0.31102589741056486,11.064190407500902
CPI x TY brackets,momentum|mv0.5|tp0.5f|sl2f|tr4|t238,69,-0.1029995556202884,0.239,-0.3418995556202884,0.5942028985507246,-0.1031824484920256,-0.31106457293335893,9.08844212044717
parameter search,rel|flash PMI|SR3 r3|momentum,55,0.2545454545453781,0.5,-0.24545454545462192,0.509090909090909,-0.11560463128375695,-0.31115497923407487,7.244410385863686
consensus surprise,momentum|e2|z1|tp5|sl0.5|t30,89,0.0835928141844282,0.239,-0.1553071858155717,0.247191011235955,-0.0909374419616596,-0.31135648399304694,11.722773169852147
consensus surprise,fade_then_flip|e15|z0|tp2|sl1|t240,354,0.161612354777259,0.239,-0.077287645222741,0.403954802259887,-0.0456104603535681,-0.31144851479394164,46.62765957446809
CPI x TY brackets,momentum|mv1|tp0.5f|sl0.5f|tr-|t30,60,-0.0648491149096984,0.239,-0.3037491149096985,0.4666666666666667,-0.1107896282576816,-0.3114547135409765,7.90299314821493
consensus surprise,fade_then_flip|e15|z0|tp3|sl0.5|t240,390,0.1672887370918105,0.239,-0.0716112629081894,0.2487179487179487,-0.0434756381343387,-0.3116007155578295,51.369455463397045
CPI x TY brackets,fade|mv0.5|tp0.25f|sl2f|tr4|t58,69,-0.0020430892347516,0.239,-0.2409430892347517,0.6086956521739131,-0.103360417468425,-0.3116010967748468,9.08844212044717
CPI x TY brackets,momentum|mv3|tp2b|sl4b|tr4|t30,38,-0.1645496223537653,0.239,-0.4034496223537653,0.5,-0.1393062065749894,-0.31166098721646823,5.005228993869456
CPI x TY brackets,momentum|mv1|tp0.25f|sl2f|tr4|t118,60,-0.0911087451061223,0.239,-0.3300087451061223,0.6833333333333333,-0.1108668455778432,-0.31167178890001096,7.90299314821493
consensus surprise,fade|e5|z2|tp3|sl0.5|t120,32,0.0088682060789828,0.239,-0.2300317939210171,0.21875,-0.1518753453684646,-0.3118045477630594,4.2149296790479625
grid search,TY|CPI|m1|h60|mv2,46,-0.251570971484697,0.239,-0.49057097148469697,0.4347826086956521,-0.12667453370890303,-0.31180882857993103,6.0589614136314465
CPI x TY brackets,fade|mv0|tp5b|sl2b|tr4|t238,84,-0.0549299145988868,0.239,-0.293829914598887,0.3452380952380952,-0.0937837794016027,-0.31195183955667716,11.064190407500902
CPI x TY brackets,momentum|mv2|tp1f|sl0.5f|tr-|t58,46,-0.1854447953764676,0.239,-0.4243447953764675,0.3695652173913043,-0.1267449945890161,-0.3119822677381067,6.0589614136314465
consensus surprise,fade|e15|z1.5|tp1|sl2|t30,41,0.0367940804021146,0.239,-0.2021059195978854,0.5853658536585366,-0.1343574233690759,-0.31222938417003565,5.400378651280202
CPI x TY brackets,fade|mv0|tp5b|sl2b|tr-|t238,84,-0.0601804698310906,0.239,-0.2990804698310907,0.3571428571428571,-0.0938869392494757,-0.3122949788982318,11.064190407500902
consensus surprise,fade|e15|z2|tp5|sl5|t30,32,-0.0540691173350381,0.239,-0.2929691173350381,0.46875,-0.1521325728861639,-0.312332643416991,4.2149296790479625
consensus surprise,fade|e15|z2|tp5|slinf|t30,32,-0.0540691173350381,0.239,-0.2929691173350381,0.46875,-0.1521325728861639,-0.312332643416991,4.2149296790479625
consensus surprise,fade_then_flip|e15|z2|tp5|sl5|t30,32,-0.0540691173350381,0.239,-0.2929691173350381,0.46875,-0.1521325728861639,-0.312332643416991,4.2149296790479625
CPI x TY brackets,momentum|mv1|tp0.25f|sl1.5f|tr4|t118,60,-0.0897796048065368,0.239,-0.3286796048065369,0.6833333333333333,-0.111154471583426,-0.31248037068320256,7.90299314821493
parameter search,grid|SR3 r2|clustered|m1|h240|momentum,515,0.3592233009708147,0.5,-0.14077669902918533,0.4951456310679611,-0.03794708920133565,-0.3125375909094385,67.83402452217815
consensus surprise,fade_then_flip|e2|z0|tp2|sl3|t120,290,0.1124473426073516,0.239,-0.1264526573926483,0.5620689655172414,-0.0505911283334587,-0.31267527612527357,38.19780021637216
grid search,FV|payrolls|m5|h240|mv2,55,-0.4840826913357766,0.183,-0.6670826913357766,0.4363636363636363,-0.11619165051288619,-0.31273496745791496,7.244410385863686
CPI x TY brackets,fade|mv0|tp1.5f|sl1f|tr2|t238,84,0.0350508849135872,0.239,-0.2038491150864128,0.3571428571428571,-0.09405350434139151,-0.3128490223283495,11.064190407500902
CPI x TY brackets,fade|mv2|tp1.5f|sl0.5f|tr-|t30,46,-0.1983669367403359,0.239,-0.4372669367403359,0.4130434782608695,-0.1271226658393019,-0.3129119039222078,6.0589614136314465
CPI x TY brackets,momentum|mv0.5|tp3b|slinfb|tr4|t58,69,-0.0857861508609262,0.239,-0.3246861508609263,0.4927536231884058,-0.103823681051073,-0.3129976994974805,9.08844212044717
CPI x TY brackets,momentum|mv0.5|tp3b|sl8b|tr4|t58,69,-0.0857861508609262,0.239,-0.3246861508609263,0.4927536231884058,-0.103823681051073,-0.3129976994974805,9.08844212044717
consensus surprise,fade|e2|z0|tp2|sl2|t30,223,0.1218912693683241,0.239,-0.1170087306316758,0.4708520179372197,-0.0577560311871173,-0.3130184605916485,29.37279120086549
consensus surprise,fade|e15|z0|tp3|sl1|t120,223,0.1265618910395823,0.239,-0.1123381089604177,0.3318385650224215,-0.0578314959877103,-0.3134274546867231,29.37279120086549
consensus surprise,fade_then_flip|e2|z2|tp1|sl0.5|t30,49,0.1019870399434445,0.239,-0.1369129600565555,0.4285714285714285,-0.12339189079384519,-0.31347638995108773,6.454111071042193
consensus surprise,fade|e15|z1|tp1|sl5|t240,89,0.0224431087380476,0.239,-0.2164568912619524,0.7640449438202247,-0.091558053477876,-0.3134813669394597,11.722773169852147
CPI x TY brackets,momentum|mv2|tp5b|sl8b|tr4|t58,46,-0.2345803301349558,0.239,-0.4734803301349558,0.391304347826087,-0.1274551315802232,-0.3137302669363386,6.0589614136314465
CPI x TY brackets,momentum|mv2|tp5b|slinfb|tr4|t58,46,-0.2345803301349558,0.239,-0.4734803301349558,0.391304347826087,-0.1274551315802232,-0.3137302669363386,6.0589614136314465
CPI x TY brackets,fade|mv0|tp1f|slinff|tr2|t238,84,-0.0328222536413949,0.239,-0.2717222536413949,0.4523809523809524,-0.0943189263224516,-0.3137318922209768,11.064190407500902
CPI x TY brackets,fade|mv0.5|tp0.25f|sl1f|tr-|t30,69,-0.0050478377385449,0.239,-0.243947837738545,0.5797101449275363,-0.10429013852210521,-0.314403930849215,9.08844212044717
consensus surprise,fade|e15|z1|tp2|sl1|t30,89,0.1047209055187245,0.239,-0.1341790944812754,0.4606741573033708,-0.0918526405836097,-0.3144899900488452,11.722773169852147
parameter search,grid|SR3 r6|jobless claims|m5|h120|momentum,243,0.2921810699588802,0.5,-0.2078189300411198,0.4609053497942387,-0.05559320443858415,-0.3145176500768858,32.00712225027047
grid search,FV|0830|m2|h15|mv2,220,0.0566508817955249,0.183,-0.12634911820447509,0.5227272727272727,-0.05843200904370705,-0.3145446745290476,28.977641543454745
CPI x TY brackets,momentum|mv3|tp0.75f|slinff|tr4|t58,38,-0.313969301427344,0.239,-0.552869301427344,0.4210526315789473,-0.1406334322369379,-0.31463030545599135,5.005228993869456
CPI x TY brackets,momentum|mv3|tp0.75f|sl1.5f|tr4|t58,38,-0.313969301427344,0.239,-0.552869301427344,0.4210526315789473,-0.1406334322369379,-0.31463030545599135,5.005228993869456
CPI x TY brackets,momentum|mv3|tp0.75f|sl2f|tr4|t58,38,-0.313969301427344,0.239,-0.552869301427344,0.4210526315789473,-0.1406334322369379,-0.31463030545599135,5.005228993869456
consensus surprise,fade|e2|z1|tp2|sl5|t30,89,0.0341738916765836,0.239,-0.2047261083234164,0.4943820224719101,-0.0919092244959012,-0.3146837250781314,11.722773169852147
consensus surprise,momentum|e2|z1|tp3|slinf|t240,89,-0.1373048298297193,0.239,-0.3762048298297194,0.5393258426966292,-0.0919581898734077,-0.31485137536000585,11.722773169852147
parameter search,grid|TY|clustered|m1|h120|momentum,666,0.1099983657358043,0.239,-0.1290016342641957,0.4894894894894895,-0.03361724274087672,-0.3148613710111082,87.72322394518572
CPI x TY brackets,momentum|mv3|tp5b|slinfb|tr4|t118,38,-0.3296507865040418,0.239,-0.5685507865040419,0.4210526315789473,-0.140742862946931,-0.31487512787953426,5.005228993869456
CPI x TY brackets,momentum|mv3|tp5b|sl8b|tr4|t118,38,-0.3296507865040418,0.239,-0.5685507865040419,0.4210526315789473,-0.140742862946931,-0.31487512787953426,5.005228993869456
consensus surprise,fade|e5|z1|tp3|sl5|t30,89,0.045121951391143,0.239,-0.1937780486088569,0.3932584269662921,-0.0919805500595724,-0.31492793336290864,11.722773169852147
CPI x TY brackets,fade|mv0|tp5b|sl4b|tr2|t30,84,-0.0003432163033692,0.239,-0.2392432163033693,0.3571428571428571,-0.0947227091114748,-0.31507498997861483,11.064190407500902
CPI x TY brackets,fade|mv0|tp5b|sl8b|tr2|t30,84,-0.0003432163033692,0.239,-0.2392432163033693,0.3571428571428571,-0.0947227091114748,-0.31507498997861483,11.064190407500902
CPI x TY brackets,fade|mv0|tp5b|slinfb|tr2|t30,84,-0.0003432163033692,0.239,-0.2392432163033693,0.3571428571428571,-0.0947227091114748,-0.31507498997861483,11.064190407500902
parameter search,grid|SR3 r8|retail sales|m1|h120|fade,73,0.0616438356163044,0.5,-0.4383561643836956,0.4657534246575342,-0.10163105851028073,-0.3151432840835288,9.615308330328165
CPI x TY brackets,fade|mv2|tp0.25f|sl0.5f|tr-|t118,46,-0.1555863781592781,0.239,-0.3944863781592782,0.5652173913043478,-0.1280658569639695,-0.3152335648835611,6.0589614136314465
consensus surprise,fade|e5|z0|tp1|slinf|t120,223,0.088425986133936,0.239,-0.1504740138660639,0.7533632286995515,-0.0581793243943594,-0.31531256884989356,29.37279120086549
consensus surprise,momentum|e5|z1|tp5|sl3|t120,89,-0.0556003604392559,0.239,-0.294500360439256,0.4269662921348314,-0.0921949555085782,-0.31566202622181644,11.722773169852147
consensus surprise,fade|e15|z1|tp1|sl5|t120,89,0.0258350797601339,0.239,-0.2130649202398659,0.7415730337078652,-0.0922207663144468,-0.31575039864126125,11.722773169852147
consensus surprise,fade_then_flip|e2|z1.5|tp3|sl3|t60,52,-0.0807653350034474,0.239,-0.3196653350034473,0.4807692307692308,-0.1207598188356108,-0.31604163664242235,6.849260728452939
CPI x TY brackets,momentum|mv1|tp0.5f|sl0.5f|tr-|t58,60,-0.0879654334432039,0.239,-0.326865433443204,0.4166666666666667,-0.1124531305987138,-0.3161311950243865,7.90299314821493
CPI x TY brackets,momentum|mv2|tp0.25f|sl0.5f|tr4|t118,46,-0.1259811434341217,0.239,-0.3648811434341218,0.5652173913043478,-0.1284320518592872,-0.3161349520684814,6.0589614136314465
consensus surprise,fade|e5|z1|tp3|sl2|t120,89,0.0081049352472061,0.239,-0.2307950647527938,0.4269662921348314,-0.09233861811986399,-0.31615390596426685,11.722773169852147
consensus surprise,fade|e2|z1|tp2|sl3|t120,89,0.0052884804930285,0.239,-0.2336115195069716,0.550561797752809,-0.0923691004011889,-0.31625827283156244,11.722773169852147
CPI x TY brackets,momentum|mv1|tp3b|sl8b|tr-|t238,60,-0.2282113876606475,0.239,-0.4671113876606474,0.5833333333333334,-0.112507359168686,-0.31628364380494517,7.90299314821493
