Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount,Call currency,Put amount,Put currency,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type,Unique Product Identifier,UPI FISN,UPI Underlier Name
2074157733000000101,,NEWT,TRAD,2026-02-13 16:20:14+00:00,,CR,,N,False,2026-02-13 16:20:14+00:00,2025-09-22,2026-05-20,2030-12-20,False,BILT,False,False,True,"400,000,000+",,USD,,,,,,,,,,,,,,,,,,,,,,,,2026-05-20,0.01,,"516,000",USD,,,,,,,0.0065,,False,,,,,3.0,A004,,,,,,,,,MNTH,,,,3.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ0WHZN406MJ,NA/CDS Idx Swt,NA/CDS Corp Idx
2074138452000000101,,NEWT,TRAD,2026-02-13 16:20:17+00:00,,CR,,I,True,2026-02-13 16:20:17+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"7,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079583,,,,,,False,,,3.0,,,A004,,,,,,,,603485.19,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074139843000000101,,NEWT,TRAD,2026-02-13 16:20:24+00:00,,CR,,I,True,2026-02-13 16:20:24+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079557,,,,,,False,,,3.0,,,A004,,,,,,,,1723728.6,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074139844000000201,,NEWT,TRAD,2026-02-13 16:20:30+00:00,,CR,,I,True,2026-02-13 16:20:30+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"95,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005133,,,,,,False,,,3.0,,,A004,,,,,,,,2193148.84,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074141238000000101,,NEWT,TRAD,2026-02-13 16:20:42+00:00,,CR,,N,True,2026-02-13 16:20:42+00:00,2025-09-22,2030-12-20,,False,BMTF,False,False,False,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,False,,,,,,A004,,,,,,,,430669.8,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074141239000000201,,NEWT,TRAD,2026-02-13 16:20:58+00:00,,CR,,I,True,2026-02-13 16:20:58+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005139,,,,,,False,,,3.0,,,A004,,,,,,,,1152932.83,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074180213000000201,,NEWT,TRAD,2026-02-13 16:21:37+00:00,,CR,,N,False,2026-02-13 16:21:37+00:00,2026-02-14,2030-12-20,,False,BILT,False,False,False,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,False,,,,,,A004,,,,,,,,655000.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ5M5DL5Q4LN,NA/CDS Mun Idx Tra,CDX.NA.IG
2074144283000000301,,NEWT,TRAD,2026-02-13 16:21:58+00:00,,CR,,I,True,2026-02-13 16:21:58+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"100,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005139,,,,,,False,,,3.0,,,A004,,,,,,,,2305865.67,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074145323000000101,,NEWT,TRAD,2026-02-13 16:22:19+00:00,,CR,,I,True,2026-02-13 16:22:19+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0051417,,,,,,False,,,3.0,,,A004,,,,,,,,576161.32,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074146578000000101,,NEWT,TRAD,2026-02-13 16:22:34+00:00,,CR,,I,True,2026-02-13 16:22:34+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00514383,,,,,,False,,,3.0,,,A004,,,,,,,,1151841.27,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074147503000000101,,NEWT,TRAD,2026-02-13 16:23:02+00:00,,CR,,I,True,2026-02-13 16:23:02+00:00,2026-02-17,2030-12-20,,,TWSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107925,,,,,,False,,,3.0,,,A004,,,,,,,,2576475.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074147504000000201,,NEWT,TRAD,2026-02-13 16:23:09+00:00,,CR,,I,False,2026-02-13 16:23:09+00:00,2026-02-17,2030-12-20,,,TWSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0098869,,,,,,False,,,3.0,,,A004,,,,,,,,245250.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
2074147506000000401,,NEWT,TRAD,2026-02-13 16:23:24+00:00,,CR,,I,True,2026-02-13 16:23:24+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079295,,,,,,False,,,3.0,,,A004,,,,,,,,429635.25,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074148248000000101,,NEWT,TRAD,2026-02-13 16:23:30+00:00,,CR,,I,True,2026-02-13 16:23:30+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010793,,,,,,False,,,3.0,,,A004,,,,,,,,2148300.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074149107000000101,,NEWT,TRAD,2026-02-13 16:23:34+00:00,,CR,,I,True,2026-02-13 16:23:34+00:00,2026-02-17,2030-12-20,,,TWSF,False,False,,"90,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0052,,,,,,False,,,3.0,,,A004,,,,,,,,2050470.23,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,True,,,,0.0052,,3.0,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074148249000000201,,NEWT,TRAD,2026-02-13 16:23:53+00:00,,CR,,I,True,2026-02-13 16:23:53+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079218,,,,,,False,,,3.0,,,A004,,,,,,,,858508.2,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074148250000000301,,NEWT,TRAD,2026-02-13 16:23:56+00:00,,CR,,I,True,2026-02-13 16:23:56+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005147,,,,,,False,,,3.0,,,A004,,,,,,,,460449.96,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074149109000000301,,NEWT,TRAD,2026-02-13 16:24:01+00:00,,CR,,I,True,2026-02-13 16:24:01+00:00,2026-02-14,2030-12-20,,False,BBSF,False,True,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010792,,,,,,False,,,3.0,,,A004,,,,,,,,4291650.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074150024000000201,,NEWT,TRAD,2026-02-13 16:24:39+00:00,,CR,,I,True,2026-02-13 16:24:39+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079154,,,,,,False,,,3.0,,,A004,,,,,,,,857874.6,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074151932000000101,,NEWT,TRAD,2026-02-13 16:25:23+00:00,,CR,,I,True,2026-02-13 16:25:23+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"30,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107924,,,,,,False,,,3.0,,,A004,,,,,,,,2576178.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074151933000000201,,NEWT,TRAD,2026-02-13 16:25:25+00:00,,CR,,I,True,2026-02-13 16:25:25+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.010791,,,,,,False,,,3.0,,,A004,,,,,,,,857340.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074155669000000301,,NEWT,TRAD,2026-02-13 16:26:43+00:00,,CR,,I,True,2026-02-13 16:26:43+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005143,,,,,,False,,,3.0,,,A004,,,,,,,,460811.54,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074157480000000101,,NEWT,TRAD,2026-02-13 16:26:54+00:00,,CR,,N,False,2026-02-13 16:26:54+00:00,2026-02-13,2057-12-17,,False,BILT,False,False,False,"15,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,False,,,,,,A004,,,,,,,,1030937.5,MNTH,,,,1.0,,,,UFRO,USD,USD,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZJRXK09Z9CF,NA/CDS Corp Idx,CMBX.NA.BBB-
2074157482000000301,,NEWT,TRAD,2026-02-13 16:27:05+00:00,,CR,,I,True,2026-02-13 16:27:05+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"50,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00514,,,,,,False,,,3.0,,,A004,,,,,,,,1152706.83,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074157483000000401,,NEWT,TRAD,2026-02-13 16:27:08+00:00,,CR,,I,True,2026-02-13 16:27:08+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107945,,,,,,False,,,3.0,,,A004,,,,,,,,430402.5,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074157484000000501,,NEWT,TRAD,2026-02-13 16:27:17+00:00,,CR,,I,True,2026-02-13 16:27:17+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079446,,,,,,False,,,3.0,,,A004,,,,,,,,430382.7,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074158637000000701,,NEWT,TRAD,2026-02-13 16:27:53+00:00,,CR,,I,True,2026-02-13 16:27:53+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"40,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079479,,,,,,False,,,3.0,,,A004,,,,,,,,3444368.4,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074159700000000101,,NEWT,TRAD,2026-02-13 16:27:59+00:00,,CR,,I,True,2026-02-13 16:27:59+00:00,2026-02-14,2030-12-20,,False,BBSF,False,True,,"65,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079275,,,,,,False,,,3.0,,,A004,,,,,,,,5583971.25,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074161757000000101,,NEWT,TRAD,2026-02-13 16:28:45+00:00,,CR,,I,False,2026-02-13 16:28:45+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"15,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,98.865,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,1.0,,,,,,,OTHR,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
2074161759000000301,,NEWT,TRAD,2026-02-13 16:28:58+00:00,,CR,,I,False,2026-02-13 16:28:58+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,98.865,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,1.0,,,,,,,OTHR,,,False,,,,,,,,,QZ1VHXZP8T9T,NA/CDS Corp Idx,CDX.EM
2074162557000000301,,NEWT,TRAD,2026-02-13 16:29:32+00:00,,CR,,I,True,2026-02-13 16:29:32+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"40,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005135,,,,,,False,,,3.0,,,A004,,,,,,,,923069.48,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074164101000000101,,NEWT,TRAD,2026-02-13 16:29:46+00:00,,CR,,I,True,2026-02-13 16:29:46+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"40,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.005134,,,,,,False,,,3.0,,,A004,,,,,,,,923250.28,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074164103000000301,,NEWT,TRAD,2026-02-13 16:29:58+00:00,,CR,,I,True,2026-02-13 16:29:58+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"120,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.0051343,,,,,,False,,,3.0,,,A004,,,,,,,,2769592.7412,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074175128000000401,,NEWT,TRAD,2026-02-13 16:30:23+00:00,,CR,,I,True,2026-02-13 16:30:23+00:00,2025-09-22,2030-12-20,,,BILT,False,False,False,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,False,,,,,,A004,,,,,,,,859320.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074172118000000301,,NEWT,TRAD,2026-02-13 16:32:33+00:00,,CR,,I,False,2026-02-13 16:32:33+00:00,2026-02-17,2030-12-20,,,TWSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107925,,,,,,False,,,3.0,,,A004,,,,,,,,1717650.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074171269000000501,,NEWT,TRAD,2026-02-13 16:32:35+00:00,,CR,,I,True,2026-02-13 16:32:35+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,107.93,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,0.99,,,,,,,OTHR,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074172120000000501,,NEWT,TRAD,2026-02-13 16:32:43+00:00,,CR,,N,False,2026-02-13 15:37:33+00:00,2026-02-13,2026-05-20,2030-12-20,True,BILT,False,False,True,"250,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,2026-05-20,0.01,,"328,515.80595",USD,,,,,,,0.0065,,False,,,,,3.0,A004,,,,,,,,,MNTH,,,,3.0,,,,,,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZ9JX9T00TGT,NA/CDS Idx Swt,NA/CDS Corp Idx
2074180214000000301,,NEWT,TRAD,2026-02-13 16:32:58+00:00,,CR,,I,True,2026-02-13 16:32:58+00:00,2025-09-22,2030-12-20,,,BILT,False,False,False,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,False,,,,,,A004,,,,,,,,859320.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074173287000000101,,NEWT,TRAD,2026-02-13 16:33:18+00:00,,CR,,I,True,2026-02-13 16:33:18+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,107.93,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,0.99,,,,,,,OTHR,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074173288000000201,2074171269000000501,MODI,TRAD,2026-02-13 16:33:20+00:00,True,CR,,I,True,2026-02-13 16:32:35+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,107.93,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,0.99,,,,,,,OTHR,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074175126000000201,2074173287000000101,MODI,TRAD,2026-02-13 16:33:56+00:00,True,CR,,I,True,2026-02-13 16:33:18+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"10,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,107.93,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,0.99,,,,,,,OTHR,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074173946000000201,,NEWT,TRAD,2026-02-13 16:33:58+00:00,,CR,,I,False,2026-02-13 16:33:58+00:00,2026-02-17,2030-12-20,,,TWSF,False,False,,"20,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107925,,,,,,False,,,3.0,,,A004,,,,,,,,1717650.0,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074175127000000301,,NEWT,TRAD,2026-02-13 16:34:03+00:00,,CR,,I,True,2026-02-13 16:34:03+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,107.93,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,0.99,,,,,,,OTHR,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074176178000000101,2074175127000000301,MODI,TRAD,2026-02-13 16:34:38+00:00,True,CR,,I,True,2026-02-13 16:34:03+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"5,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,107.93,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,0.99,,,,,,,OTHR,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074176179000000201,,NEWT,TRAD,2026-02-13 16:35:00+00:00,,CR,,I,True,2026-02-13 16:35:00+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"60,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.00514,,,,,,False,,,3.0,,,A004,,,,,,,,1383248.2,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,1.0,,,,,,,,,,False,,,,,,,,,QZN3HTTN5303,NA/CDS Corp Idx,CDX.NA.IG
2074178907000000101,,NEWT,TRAD,2026-02-13 16:35:31+00:00,,CR,,I,True,2026-02-13 16:35:31+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"25,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.0107929,,,,,,False,,,3.0,,,A004,,,,,,,,2148052.5,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074178908000000201,,NEWT,TRAD,2026-02-13 16:35:50+00:00,,CR,,I,True,2026-02-13 16:35:50+00:00,2026-02-14,2030-12-20,,False,BBSF,False,False,,"7,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.01079229,,,,,,False,,,3.0,,,A004,,,,,,,,601033.30532,MNTH,,,,3.0,,,,UFRO,USD,,,,,False,0.99,,,,,,,,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074180216000000501,,NEWT,TRAD,2026-02-13 16:36:20+00:00,,CR,,I,True,2026-02-13 16:36:20+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"15,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,107.93,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,0.99,,,,,,,OTHR,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
2074183404000000201,2074180216000000501,MODI,TRAD,2026-02-13 16:36:59+00:00,True,CR,,I,True,2026-02-13 16:36:20+00:00,2025-09-22,2030-12-20,,False,TPSE,False,False,,"15,000,000",,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,107.93,,USD,,,,False,,,1.0,,,A004,,,,,,,,,MNTH,,,,3.0,,,,,,USD,,,,False,0.99,,,,,,,OTHR,,,False,,,,,,,,,QZXXC1XXGN34,NA/CDS Corp Idx,CDX.NA.HY
