,variant,mean,se,t,n,n_blocks,lo,hi,n_boot,stars,hit_rate,share_long,share_agreeing,p_sign
55,FED_FUNDS->FED_FUNDS|hl30|unweighted|h15,-0.4972387425658459,0.006100697554016098,-81.50522758475593,3531,94,-0.510402395737832,-0.48677147378266566,200,***,0.04956103086944209,0.43755310110450296,1.0,1.0097419586828951e-28
56,FED_FUNDS->FED_FUNDS|hl30|unweighted|h30,-0.498868778280539,0.010775630164904846,-46.296018947022226,1989,94,-0.5205410386033908,-0.4806919929306802,200,***,0.0784313725490196,0.43891402714932126,1.0,1.0097419586828951e-28
57,FED_FUNDS->FED_FUNDS|hl30|unweighted|h60,-0.5072855953372265,0.016684166374422143,-30.40521078205781,1201,94,-0.5381967774589884,-0.48126071135870707,200,***,0.08742714404662781,0.43880099916736054,0.9787234042553191,4.50950758747781e-25
58,FED_FUNDS->FED_FUNDS|hl30|unweighted|h240,-0.5576407506702384,0.0641434070895999,-8.693656541993283,373,90,-0.6865591425338139,-0.43200352948527565,200,***,0.1554959785522788,0.46648793565683644,0.9,1.2793974524745824e-15
59,FED_FUNDS->FED_FUNDS|hl30|unweighted|h1440,-0.36320754716980613,0.08774704044371191,-4.139256951951524,318,72,-0.5002168769716007,-0.18096406623418776,200,***,0.25471698113207547,0.4119496855345912,0.8055555555555556,1.6464300115968573e-07
60,FED_FUNDS->FED_FUNDS|hl90|expected|h5,-0.5017344304614382,0.0019211278801023063,-261.1665967987093,12396,93,-0.505137947779329,-0.4980401573103221,200,***,0.021619877379799937,0.41771539206195546,1.0,2.0194839173657902e-28
61,FED_FUNDS->FED_FUNDS|hl90|expected|h15,-0.5060511756569842,0.005242045378471995,-96.53696965982641,4338,93,-0.5157377567462857,-0.49593442921814623,200,***,0.04080221300138313,0.41470723835869067,1.0,2.0194839173657902e-28
62,FED_FUNDS->FED_FUNDS|hl90|expected|h30,-0.5139664804469184,0.009863861915153628,-52.106009275872296,2327,93,-0.5351414367666868,-0.4939844807833842,200,***,0.059733562526858616,0.4121186076493339,1.0,2.0194839173657902e-28
63,FED_FUNDS->FED_FUNDS|hl90|expected|h60,-0.5315158546017025,0.018253040206222048,-29.11930552919731,1293,93,-0.5692491980753754,-0.5003128978864384,200,***,0.0711523588553751,0.4098994586233565,1.0,2.0194839173657902e-28
64,FED_FUNDS->FED_FUNDS|hl90|expected|h240,-0.5913597733711022,0.06626426245108022,-8.924264022521571,353,90,-0.7336969120919702,-0.4526068416499435,200,***,0.14730878186968838,0.43342776203966005,0.9111111111111111,1.3838495394081657e-16
65,FED_FUNDS->FED_FUNDS|hl90|expected|h1440,-0.5402960526315844,0.09916863045175636,-5.448255664823647,304,71,-0.7085938744170653,-0.3352768748549431,200,***,0.2138157894736842,0.3848684210526316,0.7887323943661971,1.0414019304757919e-06
66,FED_FUNDS->FED_FUNDS|hl90|unweighted|h5,-0.5009119838559442,0.0019076620366281067,-262.57899682342713,12884,94,-0.5049928596258413,-0.4972258699320176,200,***,0.022741384663148092,0.4289040670599193,1.0,1.0097419586828951e-28
67,FED_FUNDS->FED_FUNDS|hl90|unweighted|h15,-0.5026151791675894,0.005227238764019051,-96.1530937953837,4493,94,-0.5139293390299481,-0.49314502307367697,200,***,0.0462942354774093,0.4255508568884932,1.0,1.0097419586828951e-28
68,FED_FUNDS->FED_FUNDS|hl90|unweighted|h30,-0.5058067192036388,0.010202759035135317,-49.57548418636454,2411,94,-0.5272868909917239,-0.4889521998182669,200,***,0.06926586478639568,0.4209871422646205,1.0,1.0097419586828951e-28
69,FED_FUNDS->FED_FUNDS|hl90|unweighted|h60,-0.5139925373134211,0.01696279587097075,-30.30116858229965,1340,94,-0.5470810238057444,-0.48364304407675424,200,***,0.08582089552238806,0.4223880597014925,1.0,1.0097419586828951e-28
70,FED_FUNDS->FED_FUNDS|hl90|unweighted|h240,-0.5886426592797529,0.06933311416367263,-8.49006519294895,361,92,-0.7340948048522679,-0.47117296892193855,200,***,0.16897506925207756,0.4598337950138504,0.9021739130434783,3.923298087974169e-16
71,FED_FUNDS->FED_FUNDS|hl90|unweighted|h1440,-0.5543831168831228,0.10552181599714708,-5.2537298722958985,308,72,-0.7127464760848962,-0.3538358300115864,200,***,0.22077922077922077,0.39935064935064934,0.8055555555555556,1.6464300115968573e-07
72,FED_FUNDS->FED_FUNDS|hl240|expected|h5,-0.5008129237581278,0.0016419159430029178,-305.0173950087759,14454,93,-0.5039380551699133,-0.49760987800212875,200,***,0.020963055209630554,0.365781098657811,1.0,2.0194839173657902e-28
73,FED_FUNDS->FED_FUNDS|hl240|expected|h15,-0.5046691027202567,0.0048133477815447715,-104.84783681230088,4926,93,-0.5137890669297214,-0.4951798148008799,200,***,0.04202192448233861,0.36479902557856275,1.0,2.0194839173657902e-28
74,FED_FUNDS->FED_FUNDS|hl240|expected|h30,-0.5134103367266999,0.008485984044583237,-60.50097832253401,2554,93,-0.5304260299285912,-0.49743204818040443,200,***,0.05990602975724354,0.36374314800313234,1.0,2.0194839173657902e-28
75,FED_FUNDS->FED_FUNDS|hl240|expected|h60,-0.5277161862527622,0.018967671240250995,-27.821875419946334,1353,93,-0.5612879158512692,-0.4927631846463143,200,***,0.07317073170731707,0.35476718403547675,1.0,2.0194839173657902e-28
76,FED_FUNDS->FED_FUNDS|hl240|expected|h240,-0.6434169278996497,0.06657055786990275,-9.665187561700535,319,89,-0.7805396598949523,-0.5183121685556421,200,***,0.12852664576802508,0.36990595611285265,0.9325842696629213,2.0200455794640623e-18
77,FED_FUNDS->FED_FUNDS|hl240|expected|h1440,-0.5426621160409459,0.1008437489020768,-5.381217199371395,293,70,-0.7306956551819239,-0.36981949250289303,200,***,0.2150170648464164,0.3412969283276451,0.8142857142857143,1.0289941458812896e-07
78,FED_FUNDS->FED_FUNDS|hl240|unweighted|h5,-0.5003138628254249,0.001638963221356499,-305.26240998338983,15134,94,-0.5028828392432702,-0.49713019272969317,200,***,0.021739130434782608,0.3774943835073345,1.0,1.0097419586828951e-28
